Date,Stock Code,Option Code,Closing,Change,Change(%),"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-07-18,1,CKH,82.65,-0.75,-0.9,443,265,-25.56,267,384,6.96,82.50,17.0,19,18,1.32,1.25,-0.50,-28.57,1.18,1.04,0.75,0.99,+0.26,35.62,1.03,1.0,0.51,-0.49,0.06,0.06,0.0,0.1,0.89,1.31,1.73,4.38,8.42,8.11,4.05,1.5,1.09,0.68,0.06,0.0
2018-07-18,2,CLP,88.35,0.2,0.23,443,265,-25.56,267,384,6.96,87.50,20.0,12,12,1.38,1.30,+0.09,7.44,1.81,1.68,0.37,0.43,-0.13,-23.21,0.96,0.94,0.65,-0.35,0.06,0.06,0.0,0.0,0.81,1.26,1.94,5.27,9.69,7.98,3.57,0.84,0.4,0.2,0.0,0.0
2018-07-18,3,HKG,15.74,0.24,1.55,443,265,-25.56,267,384,6.96,15.50,14.000000000000002,10,12,0.24,0.28,+0.14,100.0,0.29,0.29,0.09,0.05,-0.10,-66.67,0.05,0.07,0.78,-0.26,0.01,0.01,0.0,0.0,0.16,0.27,0.41,1.03,1.81,1.33,0.55,0.1,0.04,0.02,0.0,0.0
2018-07-18,4,WHL,25.65,-0.15,-0.58,443,265,-25.56,267,384,6.96,26.00,18.0,19,20,0.22,0.22,-0.03,-12.0,0.19,0.18,0.58,0.58,+0.12,26.09,0.54,0.57,0.34,-0.65,0.02,0.02,0.0,0.0,0.12,0.21,0.34,1.01,2.22,2.91,1.63,0.73,0.58,0.45,0.09,0.0
2018-07-18,5,HKB,72.6,-0.55,-0.75,443,265,-25.56,267,384,6.96,72.50,15.0,14,14,1.12,0.84,-0.40,-32.26,0.89,0.77,0.49,0.67,+0.17,34.0,0.79,0.77,0.5,-0.49,0.05,0.05,0.0,0.0,0.48,0.85,1.22,3.73,7.36,7.16,3.53,1.1,0.75,0.39,0.0,0.0
2018-07-18,6,HEH,57.5,-0.05,-0.09,443,265,-25.56,267,384,6.96,57.50,15.0,14,13,0.83,0.62,-0.06,-8.82,0.68,0.59,0.45,0.56,0.00,0.0,0.68,0.66,0.48,-0.52,0.04,0.04,0.0,0.0,0.34,0.63,0.92,2.88,5.75,5.75,2.88,0.87,0.59,0.3,0.0,0.0
2018-07-18,11,HSB,199.3,-1.9,-0.94,443,265,-25.56,267,384,6.96,200.00,11.0,18,17,3.28,2.37,-1.01,-29.88,1.31,1.09,2.06,2.82,+0.74,35.58,2.0,2.06,0.45,-0.56,0.14,0.14,0.0,0.04,1.46,2.48,3.49,9.56,19.24,20.63,10.66,3.99,3.01,2.03,0.21,0.0
2018-07-18,12,HLD,40.45,-0.35,-0.86,443,265,-25.56,267,384,6.96,40.00,15.0,18,18,0.00,0.81,-0.25,-23.58,0.7,0.66,0.00,0.33,+0.09,37.5,0.25,0.26,0.62,-0.37,0.03,0.03,0.0,0.08,0.59,0.79,1.03,2.47,4.5,3.59,1.65,0.54,0.34,0.18,0.0,0.0
2018-07-18,16,SHK,115.9,-0.1,-0.09,443,265,-25.56,267,384,6.96,115.00,12.0,17,16,2.47,1.99,-0.17,-7.87,1.5,1.38,0.82,0.99,-0.01,-1.0,0.6,0.64,0.59,-0.41,0.08,0.08,0.0,0.14,1.41,1.99,2.58,6.7,12.5,10.69,4.99,1.57,1.0,0.47,0.0,0.0
2018-07-18,17,NWD,10.7,-0.1,-0.93,443,265,-25.56,267,384,6.96,10.50,16.0,20,21,0.25,0.28,-0.07,-20.0,0.24,0.24,0.06,0.08,+0.03,60.0,0.04,0.05,0.69,-0.32,0.01,0.01,0.0,0.04,0.21,0.27,0.35,0.74,1.27,0.87,0.38,0.13,0.07,0.05,0.0,0.0
2018-07-18,19,SWA,83.4,-0.8,-0.95,443,265,-25.56,267,384,6.96,82.50,22.0,21,20,0.00,1.82,-0.45,-19.82,1.91,1.77,0.59,0.80,+0.18,29.03,1.01,0.98,0.61,-0.39,0.06,0.06,0.0,0.26,1.4,1.82,2.24,5.14,9.24,7.44,3.49,1.26,0.85,0.44,0.03,0.0
2018-07-18,23,BEA,30.5,-0.1,-0.33,443,265,-25.56,267,384,6.96,30.00,22.0,23,22,0.00,0.81,-0.12,-12.9,0.77,0.74,0.27,0.28,-0.01,-3.45,0.27,0.28,0.65,-0.34,0.02,0.02,0.0,0.14,0.64,0.8,0.98,2.05,3.55,2.55,1.15,0.42,0.27,0.16,0.01,0.0
2018-07-18,27,GLX,63.05,-0.55,-0.86,443,265,-25.56,267,384,6.96,62.50,42.0,31,31,2.55,1.74,-0.40,-18.69,2.36,2.16,0.86,1.18,+0.07,6.31,1.8,1.69,0.56,-0.44,0.04,0.04,0.01,0.42,1.48,1.8,2.13,4.03,6.86,5.76,3.02,1.56,1.25,0.94,0.32,0.0
2018-07-18,66,MTR,42.1,-0.25,-0.59,443,265,-25.56,267,384,6.96,42.00,17.0,14,14,0.00,0.52,-0.15,-22.39,0.62,0.55,0.30,0.37,+0.05,15.62,0.52,0.5,0.52,-0.48,0.03,0.03,0.0,0.0,0.3,0.51,0.73,2.21,4.31,4.11,2.01,0.62,0.41,0.2,0.0,0.0
2018-07-18,135,KLE,6.77,-0.05,-0.73,443,265,-25.56,267,384,6.96,6.75,14.000000000000002,24,22,0.00,0.13,-0.04,-23.53,0.09,0.08,0.00,0.10,+0.01,11.11,0.07,0.07,0.52,-0.48,0.0,0.0,0.0,0.02,0.1,0.14,0.17,0.38,0.7,0.66,0.34,0.14,0.11,0.07,0.01,0.0
