Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-05-29,CKH,90.0,0.07,0.03,22,1.05,1.62,21
2018-05-29,CLP,82.5,0.18,0.11,20,0.71,0.81,20
2018-05-29,HKG,17.0,0.0,0.1,21,0.06,0.06,22
2018-05-29,WHL,26.0,0.0,0.02,29,0.34,0.51,25
2018-05-29,HKB,77.5,0.05,0.03,26,0.95,1.63,26
2018-05-29,HEH,55.0,0.0,0.06,17,0.3,0.44,15
2018-05-29,HSB,195.0,0.92,0.76,19,1.1,0.82,18
2018-05-29,HLD,52.5,0.22,0.04,24,0.6,0.86,28
2018-05-29,SHK,125.0,1.04,0.97,17,0.35,0.2,19
2018-05-29,NWD,12.0,0.13,0.07,31,0.0,0.09,31
2018-05-29,SWA,80.0,0.35,0.32,23,0.57,0.49,24
2018-05-29,BEA,33.0,0.0,0.02,33,0.7,0.82,33
2018-05-29,GLX,70.0,0.9,0.32,31,0.48,0.65,33
2018-05-29,MTR,44.0,0.0,0.21,16,0.17,0.12,18
2018-05-29,KLE,7.25,0.1,0.08,54,0.18,0.26,28
2018-05-29,WWC,7.25,0.0,0.32,59,0.01,0.01,60
2018-05-29,GAH,23.0,0.11,0.15,53,0.2,0.38,49
2018-05-29,CIT,11.5,0.0,0.06,24,0.0,0.06,25
2018-05-29,CPA,13.5,0.0,0.02,39,0.0,0.32,40
2018-05-29,JXC,11.5,0.06,0.04,36,0.1,0.17,41
2018-05-29,CPC,7.25,0.1,0.07,46,0.03,0.08,53
2018-05-29,HEX,260.0,1.44,0.45,24,1.33,2.95,26
2018-05-29,CRG,6.25,0.04,0.06,27,0.04,0.03,36
2018-05-29,DFM,9.0,0.12,0.14,32,0.0,0.03,39
2018-05-29,LIF,3.0,0.03,0.05,62,0.0,0.04,78
2018-05-29,COL,27.0,0.07,0.01,34,0.82,0.81,35
2018-05-29,TCH,410.0,0.8,0.11,23,6.47,8.1,23
2018-05-29,CTC,3.7,0.05,0.04,27,0.01,0.02,42
