Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-06-04,CKH,87.5,2.72,2.98,17,0.71,0.58,16
2018-06-04,CLP,82.5,0.99,0.97,12,1.31,1.27,13
2018-06-04,HKG,17.0,0.24,0.27,15,0.32,0.28,14
2018-06-04,WHL,25.0,0.0,0.88,22,0.38,0.32,20
2018-06-04,HKB,75.0,1.95,2.15,14,0.61,0.53,15
2018-06-04,HEH,55.0,0.94,0.68,12,0.68,0.74,12
2018-06-04,HSB,192.5,0.0,4.94,14,1.86,1.58,14
2018-06-04,HLD,52.5,0.7,0.79,23,1.8,1.8,22
2018-06-04,SHK,125.0,2.98,3.23,14,0.99,1.01,15
2018-06-04,NWD,12.0,0.38,0.46,24,0.25,0.2,25
2018-06-04,SWA,80.0,0.0,1.63,16,0.96,1.08,15
2018-06-04,BEA,32.0,0.97,0.97,24,0.0,0.6,22
2018-06-04,GLX,67.5,2.0,1.46,25,1.71,2.1,25
2018-06-04,MTR,44.0,0.78,0.73,14,0.62,0.59,14
2018-06-04,KLE,7.25,0.0,0.29,30,0.12,0.16,28
2018-06-04,WWC,7.75,0.33,0.36,40,0.36,0.3,42
2018-06-04,GAH,22.0,1.02,1.31,30,0.62,0.34,30
2018-06-04,CIT,11.5,0.0,0.5,23,0.21,0.16,20
2018-06-04,CPA,12.5,0.0,0.46,18,0.0,0.1,18
2018-06-04,JXC,11.5,0.23,0.26,29,0.44,0.48,27
2018-06-04,CPC,7.75,0.24,0.28,32,0.28,0.25,34
2018-06-04,HEX,255.0,5.2,6.14,17,3.74,3.4,18
2018-06-04,CRG,6.25,0.0,0.27,25,0.0,0.09,25
2018-06-04,DFM,9.0,0.37,0.42,27,0.3,0.26,28
2018-06-04,LIF,3.1,0.11,0.1,35,0.0,0.12,33
2018-06-04,COL,26.0,1.06,1.3,28,0.55,0.42,26
2018-06-04,TCH,400.0,13.0,18.3,20,6.84,3.34,21
2018-06-04,CTC,3.7,0.0,0.12,22,0.06,0.05,20
2018-06-04,CHU,10.5,0.0,0.51,27,0.15,0.17,28
2018-06-04,LNK,70.0,1.9,2.9,21,1.16,0.91,19
2018-06-04,PEC,6.5,0.17,0.19,35,0.31,0.28,34
2018-06-04,CNC,13.5,0.38,0.34,30,0.53,0.54,32
2018-06-04,HNP,6.0,0.15,0.15,35,0.0,0.29,34
2018-06-04,ACC,48.0,1.49,1.08,33,1.65,2.23,31
2018-06-04,XCC,8.0,0.16,0.242,18,0.111,0.087,18
2018-06-04,CHT,70.0,2.5,2.55,18,0.7,0.65,19
2018-06-04,LEN,4.2,0.11,0.11,26,0.16,0.12,27
2018-06-04,CTB,5.25,0.0,0.26,27,0.08,0.08,28
2018-06-04,HGN,75.0,2.3,3.05,26,1.62,1.45,28
2018-06-04,CSE,21.0,0.67,0.83,29,1.18,0.99,26
2018-06-04,CRL,29.0,1.56,1.73,32,0.81,0.76,35
2018-06-04,CKP,65.0,0.0,1.98,13,0.42,0.4,15
2018-06-04,YZC,11.0,0.98,0.98,46,0.38,0.29,50
2018-06-04,CRC,8.75,0.0,0.34,20,0.0,0.1,22
2018-06-04,BYD,50.0,2.28,2.22,31,1.4,1.1,30
2018-06-04,XAB,4.0,0.177,0.176,20,0.041,0.027,18
2018-06-04,AIA,70.0,3.15,2.95,24,0.91,0.85,22
2018-06-04,NCL,35.0,0.0,1.94,23,0.54,0.33,25
2018-06-04,PIN,3.7,0.0,0.38,37,0.05,0.03,35
2018-06-04,CDA,2.8,0.0,0.09,18,0.03,0.03,19
2018-06-04,XIC,6.5,0.15,0.195,18,0.088,0.073,18
2018-06-04,CCC,8.5,0.24,0.2,23,0.31,0.32,21
2018-06-04,CGN,2.2,0.0,0.06,26,0.0,0.07,24
2018-06-04,CCE,3.4,0.0,0.16,24,0.0,0.07,26
2018-06-04,SUN,31.0,1.2,1.95,42,1.43,1.02,43
2018-06-04,CCS,4.3,0.0,0.18,31,0.0,0.11,32
2018-06-04,SAN,45.0,1.51,1.29,24,1.2,1.01,24
2018-06-04,COG,15.5,1.0,1.33,45,0.4,0.35,45
2018-06-04,AAC,115.0,5.25,5.58,33,3.34,2.77,33
2018-06-04,FIH,1.7,0.0,0.01,44,0.0,0.23,46
2018-06-04,GAC,9.25,0.43,0.48,38,0.0,0.25,35
2018-06-04,MGM,22.0,0.0,0.62,27,0.56,0.6,27
2018-06-04,PAI,77.5,1.4,1.66,19,1.58,1.54,19
2018-06-04,MEN,28.0,1.3,1.19,36,0.88,0.85,34
2018-06-04,PIC,14.0,0.48,0.59,29,0.52,0.45,28
2018-06-04,GWM,7.75,0.27,0.26,27,0.18,0.17,25
2018-06-04,SNO,157.5,6.9,6.47,39,5.95,6.0,38
2018-06-04,BOC,39.0,1.01,0.97,18,0.54,0.54,18
2018-06-04,ALC,4.1,0.2,0.2,33,0.0,0.09,31
2018-06-04,CPI,34.0,1.05,1.06,26,0.95,0.99,24
2018-06-04,CLI,22.0,0.5,0.7,19,0.47,0.41,20
2018-06-04,RFP,18.0,0.74,1.11,30,0.31,0.23,29
2018-06-04,TRF,31.0,0.66,0.76,16,0.4,0.32,15
2018-06-04,CSA,14.5,0.56,0.64,19,0.14,0.11,20
2018-06-04,A50,14.5,0.31,0.36,17,0.27,0.2,18
2018-06-04,HCF,122.5,0.0,3.07,19,2.4,2.06,18
2018-06-04,STC,77.5,2.44,2.69,18,0.81,0.62,17
2018-06-04,ZJM,3.3,0.0,0.14,37,0.11,0.11,35
2018-06-04,AMC,47.0,0.94,1.13,16,0.78,0.59,17
2018-06-04,NBM,8.75,0.48,0.64,41,0.29,0.22,42
2018-06-04,BCM,6.25,0.18,0.18,21,0.1,0.3,20
2018-06-04,EVG,23.0,0.0,1.54,43,0.9,0.69,44
