Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-05-21,CKH,87.5,0.0,1.57,13,0.25,0.29,14
2018-05-21,CLP,80.0,0.0,2.66,12,0.08,0.05,13
2018-05-21,HKG,17.0,0.0,0.23,13,0.06,0.09,14
2018-05-21,WHL,26.0,0.63,0.28,18,0.34,0.34,19
2018-05-21,HKB,77.5,0.81,0.78,12,0.6,0.48,12
2018-05-21,HEH,55.0,0.64,0.56,12,0.35,0.37,13
2018-05-21,HSB,197.5,2.87,3.26,15,1.48,1.14,16
2018-05-21,HLD,50.0,0.0,1.27,18,0.14,0.16,16
2018-05-21,SHK,127.5,2.08,1.77,16,0.94,0.9,15
2018-05-21,NWD,12.0,0.28,0.25,25,0.14,0.13,23
2018-05-21,SWA,80.0,0.65,0.65,16,1.31,1.13,18
2018-05-21,BEA,33.0,0.0,0.43,18,0.29,0.34,18
2018-05-21,GLX,67.5,1.09,1.91,22,0.95,0.47,24
2018-05-21,MTR,45.0,0.9,0.67,12,0.14,0.17,13
2018-05-21,KLE,7.25,0.2,0.25,27,0.21,0.17,30
2018-05-21,WWC,7.25,0.11,0.07,28,0.0,0.2,26
2018-05-21,GAH,23.0,0.85,0.62,31,0.27,0.29,29
2018-05-21,CIT,12.0,0.0,0.09,16,0.0,0.16,15
2018-05-21,CPA,13.0,0.12,0.12,20,0.16,0.22,20
2018-05-21,JXC,11.5,0.3,0.21,28,0.15,0.2,28
2018-05-21,CPC,8.25,0.14,0.05,22,0.43,0.53,0
2018-05-21,HEX,260.0,5.2,4.83,21,2.16,2.16,19
2018-05-21,CRG,6.25,0.0,0.1,21,0.0,0.07,21
2018-05-21,DFM,8.75,0.0,0.25,26,0.08,0.07,25
2018-05-21,LIF,3.5,0.0,0.09,27,0.04,0.05,32
2018-05-21,COL,27.0,0.41,0.6,23,0.21,0.22,21
2018-05-21,TCH,410.0,11.0,5.34,24,4.01,6.88,22
2018-05-21,CTC,3.7,0.07,0.05,19,0.03,0.03,15
2018-05-21,CHU,11.5,0.15,0.09,26,0.24,0.35,27
2018-05-21,LNK,67.5,1.83,1.7,20,0.29,0.32,19
2018-05-21,PEC,6.5,0.15,0.1,31,0.11,0.15,29
2018-05-21,CNC,14.5,0.27,0.24,25,0.19,0.21,24
2018-05-21,HNP,5.5,0.0,0.1,28,0.0,0.09,26
2018-05-21,ACC,49.0,1.41,1.36,35,0.73,0.79,33
2018-05-21,XCC,8.25,0.114,0.066,18,0.099,0.128,17
2018-05-21,CHT,72.5,1.28,0.94,13,0.94,0.95,11
2018-05-21,LEN,3.8,0.0,0.11,34,0.07,0.06,34
2018-05-21,CTB,5.75,0.09,0.06,25,0.0,0.37,0
2018-05-21,HGN,72.5,0.63,0.89,26,1.17,1.54,26
2018-05-21,CSE,22.0,0.31,0.14,33,0.76,1.05,35
2018-05-21,CRL,31.0,0.44,0.2,28,0.0,1.12,27
2018-05-21,CKP,67.5,0.71,0.54,15,0.68,0.82,16
2018-05-21,YZC,12.0,0.25,0.23,45,0.0,0.84,38
2018-05-21,CRC,9.0,0.0,0.11,19,0.15,0.11,19
2018-05-21,BYD,52.5,0.0,1.5,33,0.58,0.72,31
2018-05-21,XAB,4.2,0.0,0.056,19,0.034,0.042,17
2018-05-21,AIA,72.5,1.5,1.88,24,1.12,0.7,24
2018-05-21,NCL,37.0,0.0,1.08,34,0.47,0.53,32
2018-05-21,PIN,3.7,0.1,0.11,26,0.03,0.03,26
2018-05-21,CDA,2.9,0.0,0.03,21,0.0,0.04,16
2018-05-21,XIC,6.75,0.129,0.076,18,0.052,0.08,17
2018-05-21,CCC,8.75,0.08,0.07,21,0.15,0.18,20
2018-05-21,CGN,2.2,0.04,0.03,12,0.0,0.02,21
2018-05-21,CCE,3.7,0.0,0.04,30,0.0,0.11,30
2018-05-21,SUN,35.0,0.88,0.43,30,0.71,0.93,28
2018-05-21,CCS,4.5,0.0,0.26,36,0.0,0.03,37
2018-05-21,SAN,47.0,0.82,1.28,23,0.55,0.33,23
2018-05-21,COG,16.5,0.37,0.22,27,0.0,0.36,27
2018-05-21,AAC,112.5,6.49,7.06,40,0.94,0.85,41
2018-05-21,GAC,14.0,0.47,0.34,37,0.29,0.32,37
2018-05-21,MGM,22.0,0.0,0.7,25,0.0,0.16,26
2018-05-21,PAI,77.5,2.18,1.45,18,0.4,0.48,17
2018-05-21,MEN,27.0,0.0,0.43,26,0.46,0.45,25
2018-05-21,PIC,14.0,0.55,0.4,30,0.08,0.16,28
2018-05-21,GWM,7.75,0.0,0.15,21,0.0,0.08,23
2018-05-21,SNO,147.5,0.0,4.92,40,2.5,2.71,39
2018-05-21,BOC,40.0,0.96,0.77,17,0.0,0.24,18
2018-05-21,ALC,4.4,0.0,0.05,33,0.0,0.15,33
2018-05-21,CPI,36.0,0.7,0.46,24,0.51,0.67,25
2018-05-21,CLI,22.0,0.65,0.55,24,0.08,0.17,22
2018-05-21,RFP,19.5,0.0,0.42,31,0.31,0.34,30
2018-05-21,TRF,31.0,0.8,0.69,14,0.12,0.08,14
2018-05-21,CSA,15.5,0.11,0.08,19,0.29,0.35,18
2018-05-21,A50,15.0,0.18,0.13,19,0.2,0.25,19
2018-05-21,HCF,125.0,1.8,1.39,17,1.36,1.32,17
2018-05-21,STC,80.0,1.09,0.56,14,0.0,0.91,14
2018-05-21,ZJM,3.6,0.04,0.03,32,0.0,0.14,32
2018-05-21,AMC,49.0,0.0,0.49,16,0.46,0.56,17
2018-05-21,NBM,9.25,0.3,0.25,41,0.15,0.21,38
2018-05-21,BCM,6.25,0.15,0.16,21,0.0,0.02,15
2018-05-21,EVG,25.0,0.55,0.53,30,0.0,0.43,30
2018-05-21,PLE,0.95,0.0,0.05,54,0.0,0.02,54
2018-05-21,KSO,23.0,1.15,0.83,45,0.32,0.54,45
2018-05-21,CMB,34.0,1.04,0.81,28,0.35,0.41,26
2018-05-21,XBC,4.2,0.075,0.062,16,0.021,0.028,15
2018-05-21,CTS,20.0,0.5,0.35,31,0.38,0.43,30
2018-05-21,HAI,10.5,0.0,0.15,24,0.18,0.18,26
