Date,Stock Code,Option Code,Closing,Change,Change(%),"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-06-20,1,CKH,86.1,-0.25,-0.29,248,329,34.29,434,257,-44.49,85.00,17.0,21,20,2.10,1.74,-0.14,-7.45,1.5,1.48,0.55,0.58,0.00,0.0,0.4,0.46,0.65,-0.34,0.05,0.05,0.0,0.16,1.27,1.7,2.3,5.41,9.71,7.51,3.34,0.97,0.55,0.31,0.0,0.0
2018-06-20,2,CLP,80.8,0.75,0.94,248,329,34.29,434,257,-44.49,80.00,16.0,13,14,0.78,1.14,+0.36,46.15,1.22,1.17,0.69,0.34,-0.32,-48.48,0.42,0.45,0.68,-0.33,0.04,0.04,0.0,0.0,0.66,1.07,1.75,4.84,8.88,7.28,3.24,0.72,0.32,0.16,0.0,0.0
2018-06-20,3,HKG,14.9,0.26,1.78,248,329,34.29,434,257,-44.49,15.00,40.0,16,15,0.05,0.10,+0.06,150.0,0.33,0.3,0.13,0.19,-0.19,-50.0,0.43,0.41,0.38,-0.63,0.01,0.01,0.0,0.0,0.05,0.1,0.18,0.65,1.39,1.59,0.85,0.29,0.19,0.12,0.0,0.0
2018-06-20,4,WHL,26.2,0.5,1.95,248,329,34.29,434,257,-44.49,26.00,24.0,20,21,0.35,0.43,+0.19,79.17,0.51,0.47,0.25,0.24,-0.27,-52.94,0.31,0.29,0.6,-0.41,0.02,0.02,0.0,0.02,0.3,0.44,0.57,1.51,2.82,2.42,1.14,0.38,0.25,0.12,0.0,0.0
2018-06-20,5,HKB,75.2,0.6,0.8,248,329,34.29,434,257,-44.49,75.00,14.000000000000002,13,13,0.52,0.70,+0.15,27.27,0.76,0.67,0.94,0.50,-0.40,-44.44,0.55,0.54,0.54,-0.46,0.04,0.04,0.0,0.0,0.35,0.73,1.15,3.96,7.72,7.32,3.56,0.9,0.52,0.19,0.0,0.0
2018-06-20,6,HEH,54.95,0.25,0.46,248,329,34.29,434,257,-44.49,55.00,12.0,12,13,0.31,0.40,+0.03,8.11,0.39,0.34,0.75,0.46,-0.23,-33.33,0.44,0.43,0.46,-0.53,0.03,0.03,0.0,0.0,0.14,0.4,0.68,2.7,5.45,5.54,2.8,0.75,0.48,0.21,0.0,0.0
2018-06-20,11,HSB,194.4,-0.6,-0.31,248,329,34.29,434,257,-44.49,195.00,17.0,17,17,1.70,1.81,-0.44,-19.56,1.78,1.55,2.79,2.29,-0.03,-1.29,2.37,2.32,0.44,-0.56,0.11,0.11,0.0,0.0,0.84,1.82,2.81,9.13,18.85,20.04,10.32,3.38,2.42,1.46,0.0,0.0
2018-06-20,12,HLD,43.3,0.2,0.46,248,329,34.29,434,257,-44.49,43.00,42.0,18,17,0.62,0.65,+0.02,3.17,1.31,1.2,0.43,0.31,-0.24,-43.64,1.0,0.94,0.59,-0.4,0.02,0.02,0.0,0.01,0.43,0.65,0.89,2.47,4.63,4.03,1.87,0.53,0.32,0.14,0.0,0.0
2018-06-20,16,SHK,122.3,0.8,0.66,248,329,34.29,434,257,-44.49,122.50,15.0,14,14,1.08,0.99,+0.04,4.21,1.1,0.95,1.33,1.10,-0.84,-43.3,1.29,1.26,0.46,-0.54,0.07,0.07,0.0,0.0,0.38,1.0,1.62,5.92,12.03,12.43,6.32,1.8,1.2,0.59,0.0,0.0
2018-06-20,17,NWD,11.48,0.1,0.88,248,329,34.29,434,257,-44.49,11.50,20.0,24,23,0.16,0.16,+0.01,6.67,0.14,0.12,0.27,0.17,-0.09,-34.62,0.16,0.15,0.48,-0.52,0.01,0.01,0.0,0.01,0.11,0.17,0.23,0.58,1.13,1.17,0.6,0.24,0.18,0.12,0.02,0.0
2018-06-20,19,SWA,85.55,1.55,1.85,248,329,34.29,434,257,-44.49,85.00,13.0,18,17,0.46,1.25,+0.67,115.52,0.99,0.92,0.66,0.64,-0.98,-60.49,0.44,0.45,0.59,-0.41,0.05,0.05,0.0,0.01,0.83,1.26,1.73,4.83,9.11,8.0,3.73,1.08,0.65,0.29,0.0,0.0
2018-06-20,23,BEA,31.95,0.35,1.11,248,329,34.29,434,257,-44.49,32.00,19.0,21,23,0.25,0.39,+0.06,18.18,0.36,0.31,0.90,0.46,-0.29,-38.67,0.41,0.39,0.47,-0.52,0.02,0.02,0.0,0.0,0.24,0.41,0.57,1.58,3.15,3.25,1.67,0.65,0.5,0.34,0.05,0.0
2018-06-20,27,GLX,63.55,1.45,2.33,248,329,34.29,434,257,-44.49,62.50,28.999999999999996,24,24,1.13,1.55,+0.74,91.36,1.71,1.66,0.68,0.48,-0.77,-61.6,0.66,0.66,0.68,-0.32,0.03,0.03,0.0,0.21,1.17,1.5,1.96,4.23,7.41,5.3,2.33,0.76,0.44,0.28,0.0,0.0
2018-06-20,66,MTR,42.2,0.0,0.0,248,329,34.29,434,257,-44.49,42.00,18.0,17,16,0.00,0.56,-0.05,-8.2,0.6,0.54,0.40,0.32,-0.11,-25.58,0.4,0.38,0.57,-0.43,0.02,0.02,0.0,0.0,0.35,0.56,0.78,2.31,4.42,4.02,1.91,0.54,0.33,0.14,0.0,0.0
2018-06-20,135,KLE,6.93,-0.02,-0.29,248,329,34.29,434,257,-44.49,7.00,32.0,21,22,0.06,0.06,-0.03,-33.33,0.11,0.1,0.10,0.13,0.00,0.0,0.18,0.17,0.37,-0.62,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.29,0.62,0.76,0.42,0.17,0.13,0.1,0.02,0.0
2018-06-20,151,WWC,7.37,0.27,3.8,248,329,34.29,434,257,-44.49,7.25,50.0,49,45,0.18,0.28,+0.16,133.33,0.3,0.28,0.16,0.14,-0.13,-48.15,0.18,0.16,0.6,-0.39,0.0,0.0,0.03,0.1,0.25,0.29,0.33,0.55,0.87,0.64,0.33,0.19,0.15,0.11,0.05,0.0
2018-06-20,175,GAH,22.45,0.45,2.05,248,329,34.29,434,257,-44.49,22.00,38.0,32,29,0.55,0.69,+0.22,46.81,0.77,0.74,0.32,0.20,-0.25,-55.56,0.32,0.31,0.67,-0.32,0.01,0.01,0.0,0.14,0.57,0.68,0.82,1.61,2.7,1.8,0.79,0.3,0.19,0.12,0.02,0.0
2018-06-20,267,CIT,11.16,0.02,0.18,248,329,34.29,434,257,-44.49,11.00,27.0,23,22,0.00,0.25,-0.01,-3.85,0.27,0.26,0.10,0.08,-0.04,-33.33,0.11,0.11,0.66,-0.33,0.01,0.01,0.0,0.03,0.19,0.24,0.32,0.72,1.28,0.96,0.42,0.13,0.08,0.04,0.0,0.0
2018-06-20,293,CPA,13.46,0.16,1.2,248,329,34.29,434,257,-44.49,13.50,24.0,24,23,0.00,0.18,+0.04,28.57,0.19,0.17,0.00,0.21,-0.12,-36.36,0.23,0.22,0.46,-0.54,0.01,0.01,0.0,0.01,0.12,0.19,0.26,0.66,1.31,1.39,0.72,0.28,0.22,0.15,0.02,0.0
2018-06-20,358,JXC,10.66,-0.1,-0.93,248,329,34.29,434,257,-44.49,10.50,25.0,29,27,0.19,0.28,-0.08,-22.22,0.25,0.24,0.13,0.10,+0.01,11.11,0.09,0.09,0.64,-0.35,0.01,0.01,0.0,0.05,0.22,0.28,0.33,0.71,1.23,0.91,0.42,0.16,0.1,0.06,0.01,0.0
2018-06-20,386,CPC,7.17,0.18,2.58,248,329,34.29,434,257,-44.49,7.25,46.0,36,32,0.10,0.12,+0.06,100.0,0.17,0.16,0.18,0.18,-0.14,-43.75,0.25,0.24,0.42,-0.59,0.0,0.0,0.0,0.03,0.09,0.13,0.16,0.33,0.64,0.8,0.46,0.22,0.19,0.15,0.04,0.0
2018-06-20,388,HEX,248.2,0.4,0.16,248,329,34.29,434,257,-44.49,250.00,18.0,18,18,2.45,2.00,-0.16,-7.41,2.01,1.79,3.90,3.72,-0.55,-12.88,3.8,3.81,0.38,-0.61,0.14,0.14,0.0,0.0,0.9,1.98,3.23,10.76,23.03,26.62,14.21,5.17,3.77,2.54,0.15,0.0
2018-06-20,390,CRG,6.07,-0.03,-0.49,248,329,34.29,434,257,-44.49,6.00,18.0,28,31,0.00,0.14,-0.03,-17.65,0.11,0.1,0.07,0.08,0.00,0.0,0.04,0.04,0.61,-0.4,0.0,0.0,0.0,0.02,0.11,0.14,0.17,0.38,0.68,0.54,0.26,0.11,0.08,0.06,0.01,0.0
2018-06-20,489,DFM,8.84,0.13,1.49,248,329,34.29,434,257,-44.49,8.75,26.0,31,30,0.30,0.19,+0.08,72.73,0.19,0.18,0.26,0.29,-0.08,-21.62,0.1,0.1,0.59,-0.41,0.01,0.01,0.0,0.04,0.17,0.22,0.27,0.56,0.97,0.79,0.39,0.17,0.12,0.08,0.02,0.0
