Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-06-27,CKH,82.5,0.0,0.56,27,0.21,0.43,29
2018-06-27,CLP,82.5,1.04,1.04,22,0.21,0.08,22
2018-06-27,HKG,15.5,0.0,0.01,32,0.25,0.37,32
2018-06-27,WHL,26.0,0.0,0.03,28,0.34,0.44,31
2018-06-27,HKB,72.5,1.25,0.36,23,0.09,0.34,22
2018-06-27,HEH,55.0,0.28,0.04,22,0.26,0.78,21
2018-06-27,HSB,197.5,0.9,0.76,29,1.26,1.93,31
2018-06-27,HLD,42.0,0.5,0.28,25,0.12,0.19,27
2018-06-27,SHK,120.0,0.48,0.25,25,1.12,1.24,24
2018-06-27,NWD,11.0,0.09,0.03,23,0.07,0.1,28
2018-06-27,SWA,82.5,2.5,1.31,23,0.07,0.11,29
2018-06-27,BEA,32.0,0.1,0.05,36,0.55,0.66,38
2018-06-27,GLX,60.0,1.21,0.45,46,0.4,0.72,44
2018-06-27,MTR,43.0,0.27,0.23,25,0.12,0.22,24
2018-06-27,KLE,6.75,0.15,0.1,35,0.0,0.02,35
2018-06-27,WWC,7.25,0.04,0.01,73,0.11,0.4,89
2018-06-27,GAH,21.0,0.1,0.01,63,0.4,1.26,86
2018-06-27,CIT,11.0,0.05,0.08,64,0.08,0.24,64
2018-06-27,CPA,13.0,0.0,0.01,42,0.0,0.4,0
2018-06-27,JXC,10.0,0.13,0.05,43,0.07,0.15,44
2018-06-27,CPC,7.0,0.1,0.02,49,0.04,0.18,58
2018-06-27,HEX,235.0,1.83,0.58,43,1.62,5.05,40
2018-06-27,CRG,6.0,0.0,0.01,48,0.14,0.18,49
2018-06-27,DFM,8.5,0.0,0.01,68,0.0,0.44,69
2018-06-27,LIF,2.9,0.0,0.01,52,0.0,0.07,52
2018-06-27,COL,26.0,0.06,0.03,63,0.86,1.26,77
2018-06-27,TCH,390.0,1.2,0.14,37,6.11,12.72,36
2018-06-27,CTC,3.6,0.0,0.02,32,0.03,0.04,46
2018-06-27,CHU,9.75,0.0,0.08,43,0.04,0.1,44
2018-06-27,LNK,70.0,1.06,0.63,21,0.15,0.15,23
