Date,Stock Code,Option Code,Closing,Change,Change(%),"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-06-04,1,CKH,89.75,1.0,1.13,347,443,64.68,685,545,-38.0,90.00,17.0,16,15,1.27,1.40,+0.40,40.0,1.57,1.32,1.73,1.52,-0.57,-27.27,1.81,1.81,0.45,-0.55,0.09,0.09,0.0,0.19,1.02,1.48,1.93,4.53,8.73,9.22,4.87,2.06,1.62,1.18,0.24,0.0
2018-06-04,2,CLP,82.2,0.7,0.86,347,443,64.68,685,545,-38.0,82.50,15.0,12,13,0.99,0.97,+0.39,67.24,1.23,1.03,1.31,1.27,-0.78,-38.05,1.53,1.55,0.42,-0.57,0.08,0.08,0.0,0.0,0.53,0.95,1.37,3.9,7.93,8.52,4.43,1.74,1.33,0.93,0.13,0.0
2018-06-04,3,HKG,17.16,0.14,0.82,347,443,64.68,685,545,-38.0,17.00,11.0,15,14,0.24,0.27,+0.06,28.57,0.28,0.25,0.32,0.28,-0.09,-24.32,0.12,0.13,0.57,-0.42,0.02,0.02,0.0,0.05,0.28,0.37,0.45,1.04,1.88,1.56,0.74,0.27,0.18,0.1,0.01,0.0
2018-06-04,4,WHL,25.5,0.35,1.39,347,443,64.68,685,545,-38.0,25.00,16.0,22,20,0.00,0.88,+0.19,27.54,0.71,0.67,0.38,0.32,-0.17,-34.69,0.21,0.24,0.63,-0.36,0.02,0.02,0.04,0.21,0.74,0.87,1.0,1.87,3.05,2.06,0.95,0.43,0.31,0.19,0.07,0.0
2018-06-04,5,HKB,76.6,0.65,0.86,347,443,64.68,685,545,-38.0,77.50,18.0,13,13,0.62,0.70,+0.11,18.64,1.11,0.95,1.90,1.50,-0.56,-27.18,2.01,2.06,0.34,-0.66,0.07,0.07,0.0,0.0,0.35,0.66,1.05,3.14,6.77,8.56,4.73,2.01,1.56,1.18,0.2,0.0
2018-06-04,6,HEH,54.85,0.1,0.18,347,443,64.68,685,545,-38.0,55.00,20.0,12,12,0.94,0.68,-0.02,-2.86,1.15,0.98,0.68,0.74,-0.12,-13.95,1.29,1.28,0.43,-0.56,0.06,0.06,0.0,0.0,0.38,0.66,0.94,2.65,5.34,5.63,2.89,1.07,0.8,0.53,0.05,0.0
2018-06-04,11,HSB,195.7,2.4,1.24,347,443,64.68,685,545,-38.0,195.00,18.0,14,14,3.11,3.40,+1.03,43.46,4.19,3.61,2.95,2.50,-1.24,-33.16,3.47,3.44,0.52,-0.48,0.2,0.2,0.0,0.35,2.4,3.4,4.39,10.75,20.29,18.87,9.42,3.64,2.68,1.72,0.24,0.0
2018-06-04,12,HLD,52.6,0.6,1.15,347,443,64.68,685,545,-38.0,52.50,16.0,23,22,0.70,0.79,+0.24,43.64,0.98,0.83,1.80,1.80,-0.34,-15.89,0.87,0.87,0.51,-0.49,0.05,0.05,0.0,0.34,1.12,1.39,1.66,3.08,5.4,5.16,2.84,1.49,1.23,0.98,0.32,0.0
2018-06-04,16,SHK,127.2,1.4,1.11,347,443,64.68,685,545,-38.0,127.50,15.0,13,14,1.85,1.70,+0.42,32.81,2.01,1.68,1.84,2.00,-0.77,-27.8,2.3,2.32,0.45,-0.55,0.13,0.13,0.0,0.06,1.05,1.69,2.34,6.26,12.43,13.02,6.79,2.75,2.12,1.5,0.26,0.0
2018-06-04,17,NWD,12.26,0.2,1.66,347,443,64.68,685,545,-38.0,12.50,20.0,25,26,0.19,0.22,+0.07,46.67,0.15,0.13,0.50,0.46,-0.10,-17.86,0.39,0.41,0.38,-0.62,0.01,0.01,0.0,0.06,0.16,0.22,0.29,0.54,1.04,1.47,0.92,0.54,0.48,0.42,0.18,0.06
