Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-07-06,CKH,85.0,1.4,1.35,19,2.63,2.17,20
2018-07-06,CLP,87.5,1.55,1.66,14,1.35,1.05,15
2018-07-06,HKG,15.0,0.0,0.28,14,0.23,0.18,15
2018-07-06,WHL,25.0,1.02,0.96,22,0.0,0.34,23
2018-07-06,HKB,72.5,1.42,1.24,15,1.1,1.14,16
2018-07-06,HEH,57.5,0.54,0.54,15,1.49,1.36,15
2018-07-06,HSB,195.0,3.84,4.08,19,4.21,4.12,21
2018-07-06,HLD,41.0,1.21,1.06,22,0.79,0.76,20
2018-07-06,SHK,117.5,3.52,3.47,18,1.58,1.31,18
2018-07-06,NWD,11.0,0.24,0.29,23,0.0,0.24,23
2018-07-06,SWA,85.0,2.35,2.31,19,2.09,1.32,20
2018-07-06,BEA,31.0,0.0,1.16,24,0.66,0.52,25
2018-07-06,GLX,55.0,2.76,3.52,34,1.51,0.91,33
2018-07-06,MTR,43.0,0.7,0.75,17,1.0,0.86,18
2018-07-06,KLE,6.75,0.0,0.2,26,0.0,0.16,25
2018-07-06,WWC,6.75,0.0,0.38,45,0.0,0.3,48
2018-07-06,GAH,19.0,0.94,0.95,39,0.72,0.62,39
2018-07-06,CIT,10.5,0.0,0.29,23,0.0,0.2,21
2018-07-06,CPA,12.0,0.0,0.31,22,0.0,0.25,22
2018-07-06,JXC,9.25,0.22,0.24,30,0.34,0.33,29
2018-07-06,CPC,6.75,0.31,0.27,27,0.17,0.15,30
2018-07-06,HEX,225.0,8.07,7.58,22,4.27,3.6,23
2018-07-06,CRG,5.75,0.16,0.16,23,0.0,0.18,23
2018-07-06,DFM,8.0,0.48,0.36,32,0.18,0.19,32
2018-07-06,LIF,2.7,0.06,0.06,35,0.0,0.15,36
2018-07-06,COL,25.0,0.78,0.78,35,1.39,1.01,34
2018-07-06,TCH,390.0,8.19,8.49,24,12.33,11.07,23
2018-07-06,CTC,3.6,0.0,0.11,26,0.0,0.08,24
2018-07-06,CHU,9.5,0.27,0.26,30,0.3,0.33,29
2018-07-06,LNK,72.5,1.8,2.19,16,1.1,0.7,17
2018-07-06,PEC,5.75,0.14,0.15,32,0.23,0.24,33
2018-07-06,CNC,12.5,0.43,0.47,32,0.38,0.4,34
