Date,Stock Code,Option Code,Closing,Change,Change(%),"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-05-23,1,CKH,88.3,-0.5,-0.56,570,240,-66.2,100,293,225.56,87.50,15.0,14,13,1.24,1.18,-0.39,-24.84,1.17,1.13,0.35,0.32,+0.03,10.34,0.37,0.4,0.67,-0.32,0.04,0.04,0.0,0.0,0.69,1.14,1.85,5.22,9.63,8.03,3.62,0.72,0.28,0.13,0.0,0.0
2018-05-23,2,CLP,81.65,-0.95,-1.15,570,240,-66.2,100,293,225.56,82.50,15.0,14,13,0.40,0.31,-0.41,-56.94,0.3,0.31,0.89,1.10,+0.46,71.87,1.15,1.22,0.29,-0.73,0.04,0.04,0.0,0.0,0.13,0.26,0.68,3.23,7.32,9.01,4.93,1.78,1.06,0.66,0.0,0.0
2018-05-23,3,HKG,16.96,-0.18,-1.05,570,240,-66.2,100,293,225.56,17.00,12.0,14,13,0.00,0.12,-0.11,-47.83,0.1,0.09,0.08,0.15,+0.06,66.67,0.14,0.14,0.44,-0.57,0.01,0.01,0.0,0.0,0.04,0.12,0.21,0.81,1.66,1.74,0.89,0.25,0.15,0.07,0.0,0.0
2018-05-23,4,WHL,25.45,-0.5,-1.93,570,240,-66.2,100,293,225.56,25.00,18.0,24,22,0.00,0.62,-0.34,-35.42,0.53,0.53,0.06,0.14,+0.10,250.0,0.08,0.09,0.7,-0.28,0.01,0.01,0.0,0.07,0.46,0.59,0.8,1.72,3.0,2.09,0.88,0.23,0.11,0.08,0.0,0.0
2018-05-23,5,HKB,77.5,-0.3,-0.39,570,240,-66.2,100,293,225.56,77.50,18.0,12,11,1.00,0.53,-0.25,-32.05,0.83,0.74,0.40,0.48,0.00,0.0,0.83,0.8,0.48,-0.52,0.04,0.04,0.0,0.0,0.18,0.56,0.96,3.88,7.75,7.75,3.88,0.93,0.51,0.16,0.0,0.0
2018-05-23,6,HEH,54.7,-0.5,-0.91,570,240,-66.2,100,293,225.56,55.00,20.0,13,13,0.38,0.29,-0.27,-48.21,0.5,0.44,0.42,0.56,+0.19,51.35,0.8,0.78,0.37,-0.63,0.03,0.03,0.0,0.0,0.11,0.28,0.55,2.44,5.17,5.77,3.03,0.95,0.58,0.31,0.0,0.0
2018-05-23,11,HSB,196.8,-2.9,-1.45,570,240,-66.2,100,293,225.56,197.50,19.0,16,16,1.81,1.48,-1.78,-54.6,1.86,1.63,1.91,2.10,+0.96,84.21,2.55,2.49,0.43,-0.57,0.11,0.11,0.0,0.0,0.61,1.54,2.54,9.15,18.99,20.38,10.54,3.27,2.24,1.27,0.0,0.0
2018-05-23,12,HLD,50.95,-0.1,-0.2,570,240,-66.2,100,293,225.56,50.00,16.0,18,17,1.14,1.13,-0.14,-11.02,1.08,1.05,0.15,0.14,-0.02,-12.5,0.13,0.14,0.77,-0.22,0.02,0.02,0.0,0.07,0.76,1.1,1.55,3.5,6.05,4.14,1.65,0.29,0.14,0.08,0.0,0.0
2018-05-23,16,SHK,125.4,-2.9,-2.26,570,240,-66.2,100,293,225.56,125.00,20.0,16,17,2.19,1.38,-2.26,-62.09,1.69,1.52,0.76,1.03,+0.66,178.38,1.28,1.22,0.55,-0.45,0.07,0.07,0.0,0.0,0.77,1.4,2.05,6.67,12.94,12.14,5.87,1.69,1.07,0.46,0.0,0.0
2018-05-23,17,NWD,11.92,-0.18,-1.49,570,240,-66.2,100,293,225.56,12.00,24.0,25,23,0.15,0.13,-0.12,-48.0,0.13,0.12,0.00,0.20,+0.07,53.85,0.21,0.21,0.42,-0.59,0.01,0.01,0.0,0.0,0.08,0.14,0.2,0.54,1.11,1.27,0.68,0.26,0.2,0.15,0.02,0.0
