Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-07-17,CKH,85.0,0.73,0.57,18,1.8,2.06,17
2018-07-17,CLP,87.5,1.36,1.21,12,0.52,0.56,13
2018-07-17,HKG,15.5,0.11,0.14,11,0.17,0.15,13
2018-07-17,WHL,26.0,0.0,0.25,17,0.0,0.46,18
2018-07-17,HKB,72.5,1.33,1.24,15,0.46,0.5,14
2018-07-17,HEH,57.5,0.0,0.68,14,0.52,0.56,13
2018-07-17,HSB,200.0,3.27,3.38,17,1.85,2.08,17
2018-07-17,HLD,41.0,0.58,0.46,17,0.58,0.67,18
2018-07-17,SHK,117.5,1.18,0.85,16,1.56,2.22,15
2018-07-17,NWD,11.0,0.0,0.07,17,0.0,0.28,20
2018-07-17,SWA,85.0,0.85,0.93,19,1.92,1.77,21
2018-07-17,BEA,31.0,0.0,0.39,24,0.74,0.74,22
2018-07-17,GLX,65.0,1.4,0.99,32,1.75,2.46,34
2018-07-17,MTR,42.0,0.0,0.67,14,0.33,0.32,15
2018-07-17,KLE,7.0,0.05,0.05,22,0.0,0.23,23
2018-07-17,WWC,7.0,0.1,0.15,41,0.4,0.34,45
2018-07-17,GAH,20.0,0.93,0.66,39,0.28,0.52,37
2018-07-17,CIT,10.5,0.0,0.18,18,0.0,0.13,20
2018-07-17,CPA,12.5,0.0,0.15,21,0.0,0.27,22
2018-07-17,JXC,9.25,0.0,0.11,27,0.0,0.3,27
2018-07-17,CPC,7.0,0.13,0.18,28,0.16,0.14,31
2018-07-17,HEX,235.0,2.82,2.17,19,3.45,5.18,20
2018-07-17,CRG,6.0,0.0,0.06,25,0.0,0.2,28
2018-07-17,DFM,7.75,0.19,0.14,32,0.0,0.25,33
2018-07-17,LIF,2.6,0.0,0.09,40,0.0,0.06,35
2018-07-17,COL,25.0,0.42,0.37,33,0.75,0.98,34
2018-07-17,TCH,380.0,5.78,4.54,22,6.4,8.4,21
2018-07-17,CTC,3.6,0.0,0.06,21,0.0,0.06,22
2018-07-17,AIR,7.25,0.0,0.18,43,0.0,0.31,45
2018-07-17,CHU,9.5,0.13,0.13,27,0.0,0.28,28
