Date,Stock Code,Option Code,Closing,Change,Change(%),HSI Price,HSI Strike,"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-08-09,1,CKH,89.95,-0.2,-0.22,28607.30078,28600.0,234,392,44.12,656,458,-28.21,90.00,19.0,17,18,1.55,1.54,-0.17,-9.94,1.77,1.52,1.95,1.57,+0.03,1.95,1.81,1.78,0.48,-0.52,0.09,0.09,0.0,0.21,1.11,1.57,2.03,4.71,8.95,9.05,4.8,2.14,1.7,1.26,0.3,0.0
2018-08-09,2,CLP,90.95,-0.85,-0.93,28607.30078,28600.0,234,392,44.12,656,458,-28.21,90.00,17.0,14,14,1.92,1.83,-0.57,-23.75,2.12,1.9,0.84,0.80,+0.20,33.33,1.16,1.17,0.6,-0.4,0.08,0.08,0.0,0.19,1.33,1.8,2.29,5.51,10.05,8.14,3.79,1.29,0.84,0.43,0.0,0.0
2018-08-09,3,HKG,16.04,0.0,0.0,28607.30078,28600.0,234,392,44.12,656,458,-28.21,16.00,18.0,15,15,0.25,0.26,-0.01,-3.7,0.31,0.27,0.22,0.21,-0.02,-8.7,0.27,0.27,0.51,-0.49,0.02,0.02,0.0,0.03,0.19,0.27,0.35,0.87,1.65,1.56,0.79,0.31,0.23,0.15,0.02,0.0
2018-08-09,4,WHL,24.8,-1.1,-4.25,28607.30078,28600.0,234,392,44.12,656,458,-28.21,25.00,20.0,21,21,0.48,0.36,-0.77,-68.14,0.43,0.37,0.35,0.80,+0.48,150.0,0.62,0.62,0.43,-0.57,0.02,0.02,0.0,0.08,0.32,0.44,0.57,1.19,2.28,2.68,1.52,0.76,0.64,0.52,0.15,0.0
2018-08-09,5,HKB,73.35,0.45,0.62,28607.30078,28600.0,234,392,44.12,656,458,-28.21,72.50,11.0,14,14,1.15,1.24,+0.24,24.0,1.28,1.17,1.10,0.91,-0.34,-27.2,0.43,0.49,0.61,-0.38,0.07,0.07,0.0,0.17,1.12,1.49,1.92,4.52,8.19,6.48,2.98,0.99,0.63,0.33,0.0,0.0
2018-08-09,6,HEH,55.95,-0.3,-0.53,28607.30078,28600.0,234,392,44.12,656,458,-28.21,55.00,10.0,15,13,1.28,1.29,-0.27,-17.31,1.11,1.02,0.56,0.63,+0.09,16.67,0.16,0.2,0.66,-0.31,0.05,0.05,0.0,0.19,1.06,1.34,1.76,3.75,6.55,4.64,1.98,0.55,0.27,0.19,0.0,0.0
2018-08-09,11,HSB,216.6,0.6,0.28,28607.30078,28600.0,234,392,44.12,656,458,-28.21,215.00,21.0,19,20,3.56,4.36,+0.18,4.31,5.5,4.88,5.00,3.99,-0.44,-9.93,3.88,3.79,0.55,-0.45,0.2,0.21,0.0,0.92,3.96,5.07,6.17,13.07,23.28,20.06,10.25,4.73,3.68,2.62,0.74,0.0
2018-08-09,12,HLD,42.45,-0.15,-0.35,28607.30078,28600.0,234,392,44.12,656,458,-28.21,42.00,18.0,23,24,1.00,1.21,-0.12,-9.02,1.04,0.93,0.92,0.77,+0.06,8.45,0.58,0.58,0.57,-0.43,0.04,0.04,0.0,0.28,1.02,1.24,1.45,2.77,4.7,3.82,1.97,1.03,0.83,0.62,0.22,0.0
2018-08-09,16,SHK,122.2,-0.7,-0.57,28607.30078,28600.0,234,392,44.12,656,458,-28.21,122.50,18.0,18,18,1.96,2.09,-0.35,-14.34,2.11,1.8,2.70,2.28,+0.22,10.68,2.4,2.39,0.46,-0.53,0.12,0.12,0.0,0.31,1.52,2.14,2.77,6.26,11.93,12.52,6.72,3.03,2.43,1.83,0.44,0.0
2018-08-09,17,NWD,11.04,0.0,0.0,28607.30078,28600.0,234,392,44.12,656,458,-28.21,11.00,17.0,20,20,0.00,0.24,-0.01,-4.0,0.22,0.19,0.00,0.19,0.00,0.0,0.18,0.18,0.52,-0.48,0.01,0.01,0.0,0.05,0.19,0.25,0.31,0.64,1.14,1.06,0.56,0.26,0.21,0.15,0.04,0.0
2018-08-09,19,SWA,87.05,0.25,0.29,28607.30078,28600.0,234,392,44.12,656,458,-28.21,87.50,20.0,17,18,1.51,1.31,-0.19,-12.67,1.6,1.37,2.18,1.78,-0.30,-14.42,2.04,2.02,0.43,-0.56,0.08,0.08,0.0,0.15,0.88,1.32,1.76,4.21,8.26,9.16,4.99,2.28,1.85,1.43,0.35,0.0
2018-08-09,23,BEA,31.05,-0.05,-0.16,28607.30078,28600.0,234,392,44.12,656,458,-28.21,31.00,17.0,21,21,0.80,0.69,-0.04,-5.48,0.59,0.51,0.00,0.59,-0.03,-4.84,0.54,0.53,0.5,-0.49,0.03,0.03,0.0,0.14,0.54,0.7,0.86,1.75,3.16,3.05,1.64,0.8,0.65,0.5,0.15,0.0
2018-08-09,27,GLX,60.4,0.65,1.09,28607.30078,28600.0,234,392,44.12,656,458,-28.21,60.00,35.0,28,30,1.71,1.89,-0.06,-3.08,2.39,2.15,2.01,1.54,-0.49,-24.14,1.99,1.89,0.54,-0.46,0.06,0.06,0.13,0.53,1.64,1.95,2.26,3.89,6.56,5.82,3.2,1.97,1.67,1.38,0.53,0.18
2018-08-09,66,MTR,40.95,-0.75,-1.8,28607.30078,28600.0,234,392,44.12,656,458,-28.21,41.00,17.0,20,19,0.68,0.72,-0.38,-34.55,0.7,0.6,0.98,0.90,+0.38,73.08,0.75,0.74,0.48,-0.52,0.04,0.04,0.0,0.15,0.62,0.83,1.04,2.19,4.05,4.14,2.23,1.03,0.83,0.63,0.16,0.0
2018-08-09,135,KLE,7.54,0.16,2.17,28607.30078,28600.0,234,392,44.12,656,458,-28.21,7.50,21.0,29,30,0.19,0.24,+0.10,71.43,0.18,0.16,0.00,0.20,-0.07,-25.93,0.14,0.14,0.53,-0.47,0.01,0.01,0.02,0.07,0.21,0.25,0.29,0.48,0.81,0.74,0.41,0.25,0.21,0.18,0.07,0.02
2018-08-09,151,WWC,6.33,0.05,0.8,28607.30078,28600.0,234,392,44.12,656,458,-28.21,6.25,31.0,38,38,0.00,0.28,+0.01,3.7,0.24,0.22,0.00,0.19,-0.03,-13.64,0.16,0.16,0.56,-0.44,0.01,0.01,0.05,0.12,0.26,0.29,0.32,0.47,0.75,0.6,0.36,0.24,0.21,0.18,0.08,0.04
