Date,Stock Code,Option Code,Closing,Change,Change(%),HSI Price,HSI Strike,"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-08-22,1,CKH,90.0,0.45,0.5,27927.58008,28000.0,161,209,50.36,435,363,-28.82,90.00,20.0,18,19,0.92,1.00,+0.08,8.7,1.16,1.03,1.45,1.03,-0.31,-23.13,1.16,1.11,0.49,-0.51,0.05,0.05,0.0,0.0,0.58,1.04,1.5,4.5,9.0,9.0,4.5,1.54,1.09,0.65,0.0,0.0
2018-08-22,2,CLP,90.9,-0.05,-0.05,27927.58008,28000.0,161,209,50.36,435,363,-28.82,90.00,24.0,18,18,0.00,1.54,-0.13,-7.78,1.84,1.73,0.55,0.59,-0.08,-11.94,0.94,0.91,0.64,-0.36,0.05,0.05,0.0,0.05,1.04,1.5,2.11,5.45,9.99,8.19,3.7,1.04,0.59,0.3,0.0,0.0
2018-08-22,3,HKG,15.78,-0.04,-0.25,27927.58008,28000.0,161,209,50.36,435,363,-28.82,16.00,16.0,13,15,0.06,0.05,-0.07,-58.33,0.05,0.06,0.26,0.28,-0.01,-3.45,0.27,0.3,0.22,-0.74,0.01,0.01,0.0,0.0,0.02,0.04,0.1,0.57,1.36,1.8,1.01,0.41,0.27,0.18,0.01,0.0
2018-08-22,4,WHL,22.75,0.05,0.22,27927.58008,28000.0,161,209,50.36,435,363,-28.82,23.00,25.0,26,28,0.16,0.15,-0.04,-21.05,0.24,0.22,0.00,0.73,-0.04,-5.19,0.49,0.49,0.39,-0.6,0.01,0.01,0.0,0.01,0.14,0.26,0.37,0.97,2.03,2.52,1.41,0.65,0.54,0.42,0.1,0.0
2018-08-22,5,HKB,70.05,-0.25,-0.36,27927.58008,28000.0,161,209,50.36,435,363,-28.82,70.00,12.0,15,15,0.60,0.66,-0.16,-19.51,0.56,0.49,0.70,0.62,+0.09,16.98,0.51,0.5,0.5,-0.5,0.04,0.04,0.0,0.0,0.35,0.7,1.05,3.55,7.06,6.95,3.45,0.99,0.65,0.3,0.0,0.0
2018-08-22,6,HEH,56.4,-0.5,-0.88,27927.58008,28000.0,161,209,50.36,435,363,-28.82,57.50,15.0,19,17,0.12,0.11,-0.12,-52.17,0.14,0.12,0.00,1.93,+0.42,27.81,1.23,1.27,0.24,-0.78,0.03,0.02,0.0,0.0,0.14,0.21,0.43,1.86,4.54,6.74,3.92,1.76,1.27,0.89,0.1,0.0
2018-08-22,11,HSB,208.2,0.2,0.1,27927.58008,28000.0,161,209,50.36,435,363,-28.82,210.00,25.0,22,22,1.30,1.96,-0.08,-3.92,2.42,2.17,4.62,3.79,-0.36,-8.67,4.22,4.15,0.39,-0.61,0.12,0.12,0.0,0.0,0.99,2.05,3.11,9.05,19.03,22.62,12.21,4.87,3.85,2.82,0.43,0.0
2018-08-22,12,HLD,41.15,-0.05,-0.12,27927.58008,28000.0,161,209,50.36,435,363,-28.82,41.00,17.0,30,29,0.64,0.83,-0.02,-2.35,0.51,0.46,0.75,0.63,+0.04,6.78,0.36,0.35,0.53,-0.47,0.02,0.02,0.0,0.15,0.66,0.87,1.08,2.34,4.27,3.97,2.04,0.89,0.69,0.49,0.12,0.0
2018-08-22,16,SHK,118.1,-0.2,-0.17,27927.58008,28000.0,161,209,50.36,435,363,-28.82,117.50,18.0,23,24,1.20,2.00,-0.15,-6.98,1.67,1.52,2.40,1.40,+0.12,9.38,1.07,1.03,0.56,-0.45,0.07,0.07,0.0,0.18,1.44,2.04,2.64,6.59,12.41,11.21,5.52,2.09,1.51,0.93,0.12,0.0
2018-08-22,17,NWD,10.48,0.02,0.19,27927.58008,28000.0,161,209,50.36,435,363,-28.82,10.50,18.0,22,22,0.09,0.13,0.00,0.0,0.11,0.1,0.00,0.15,-0.01,-6.25,0.13,0.13,0.47,-0.53,0.01,0.01,0.0,0.0,0.08,0.14,0.19,0.52,1.03,1.07,0.55,0.21,0.16,0.11,0.01,0.0
