Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-06-13,CKH,92.5,0.48,0.2,14,2.22,3.19,15
2018-06-13,CLP,82.5,0.69,0.42,11,0.96,1.28,11
2018-06-13,HKG,15.0,0.0,0.15,12,0.05,0.14,11
2018-06-13,WHL,26.0,0.28,0.28,18,0.0,0.51,18
2018-06-13,HKB,77.5,0.57,0.45,12,1.1,1.21,11
2018-06-13,HEH,55.0,1.08,1.14,11,0.14,0.12,10
2018-06-13,HSB,200.0,2.45,1.7,12,1.94,2.59,13
2018-06-13,HLD,45.0,0.52,0.48,16,0.51,0.72,15
2018-06-13,SHK,127.5,1.2,0.56,14,1.75,2.99,13
2018-06-13,NWD,12.0,0.35,0.23,22,0.23,0.2,21
2018-06-13,SWA,82.5,1.44,1.43,15,0.89,0.81,16
2018-06-13,BEA,33.0,0.0,0.22,20,0.0,1.03,19
2018-06-13,GLX,65.0,1.57,1.43,21,0.82,0.96,22
2018-06-13,MTR,45.0,0.14,0.13,12,0.0,1.09,13
2018-06-13,KLE,7.0,0.16,0.15,26,0.15,0.13,23
2018-06-13,WWC,7.75,0.25,0.28,35,0.0,0.19,37
2018-06-13,GAH,24.0,0.65,0.47,27,0.5,0.61,27
2018-06-13,CIT,12.0,0.0,0.03,19,0.0,0.57,22
2018-06-13,CPA,13.5,0.0,0.37,19,0.0,0.11,19
2018-06-13,JXC,12.0,0.07,0.04,23,0.57,0.62,17
2018-06-13,CPC,7.5,0.18,0.14,27,0.15,0.21,29
2018-06-13,HEX,260.0,3.68,2.5,16,3.7,4.55,15
2018-06-13,CRG,6.25,0.0,0.16,25,0.09,0.1,24
2018-06-13,DFM,9.25,0.0,0.1,23,0.0,0.45,18
2018-06-13,LIF,3.1,0.0,0.05,27,0.09,0.1,31
2018-06-13,COL,29.0,0.48,0.46,22,0.54,0.62,23
2018-06-13,TCH,420.0,6.91,4.9,20,8.0,9.3,19
