Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-07-13,CKH,82.5,2.4,2.38,18,0.74,0.6,18
2018-07-13,CLP,87.5,1.18,0.96,12,0.95,0.97,12
2018-07-13,HKG,15.5,0.07,0.07,11,0.0,0.31,12
2018-07-13,WHL,26.0,0.0,0.34,19,0.0,0.54,19
2018-07-13,HKB,72.5,1.6,1.44,15,0.53,0.53,14
2018-07-13,HEH,57.5,0.95,0.84,14,0.65,0.64,15
2018-07-13,HSB,200.0,3.69,3.31,15,2.58,2.34,16
2018-07-13,HLD,42.0,0.0,0.43,16,0.72,0.82,17
2018-07-13,SHK,117.5,0.0,1.79,14,1.1,1.3,15
2018-07-13,NWD,11.0,0.15,0.16,17,0.0,0.19,19
2018-07-13,SWA,85.0,1.06,0.76,21,0.0,2.65,20
2018-07-13,BEA,31.0,0.0,0.81,21,0.41,0.42,22
2018-07-13,GLX,62.5,2.35,1.91,29,1.18,1.33,29
2018-07-13,MTR,43.0,0.39,0.44,14,0.78,0.7,15
2018-07-13,KLE,7.0,0.08,0.08,21,0.0,0.2,22
2018-07-13,WWC,7.0,0.0,0.27,36,0.0,0.21,38
2018-07-13,GAH,20.0,1.23,0.93,34,0.3,0.36,34
2018-07-13,CIT,10.5,0.0,0.3,20,0.0,0.11,20
2018-07-13,CPA,12.5,0.23,0.18,19,0.24,0.26,20
2018-07-13,JXC,9.25,0.0,0.17,27,0.0,0.26,25
2018-07-13,CPC,7.0,0.18,0.19,26,0.14,0.15,29
2018-07-13,HEX,235.0,4.4,3.23,17,3.33,3.66,16
2018-07-13,CRG,5.75,0.0,0.15,23,0.11,0.09,24
2018-07-13,DFM,7.5,0.0,0.32,33,0.13,0.14,33
2018-07-13,LIF,2.4,0.0,0.18,33,0.0,0.03,41
2018-07-13,COL,25.0,0.86,0.87,29,0.45,0.44,28
2018-07-13,TCH,380.0,9.8,8.19,22,5.75,6.49,21
2018-07-13,CTC,3.5,0.0,0.11,24,0.0,0.04,21
2018-07-13,CHU,9.5,0.2,0.18,25,0.0,0.24,25
2018-07-13,LNK,75.0,1.15,1.27,15,1.0,0.83,16
2018-07-13,PEC,5.75,0.15,0.13,25,0.0,0.14,28
2018-07-13,CNC,13.0,0.32,0.25,27,0.38,0.38,28
2018-07-13,HNP,5.5,0.0,0.24,38,0.14,0.13,37
2018-07-13,ACC,45.0,1.72,1.48,38,1.38,1.53,39
2018-07-13,XCC,7.0,0.112,0.095,19,0.11,0.138,18
2018-07-13,CHT,70.0,0.5,0.52,15,1.5,1.41,14
2018-07-13,LEN,3.9,0.0,0.16,27,0.0,0.04,24
2018-07-13,CTB,4.8,0.0,0.11,24,0.06,0.09,23
2018-07-13,HGN,72.5,3.48,3.79,27,0.94,0.67,28
2018-07-13,CSE,17.5,0.35,0.28,33,0.54,0.79,33
2018-07-13,CRL,27.0,0.0,0.64,32,0.82,0.83,30
2018-07-13,CKP,62.5,0.71,0.45,16,1.28,1.42,15
2018-07-13,YZC,10.0,0.4,0.31,43,0.0,0.43,42
