Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-05-23,CKH,90.0,0.23,0.14,13,1.78,1.82,13
2018-05-23,CLP,82.5,0.4,0.31,14,0.89,1.1,13
2018-05-23,HKG,17.0,0.0,0.12,14,0.08,0.15,13
2018-05-23,WHL,26.0,0.26,0.13,23,0.37,0.65,21
2018-05-23,HKB,77.5,1.0,0.53,12,0.4,0.48,11
2018-05-23,HEH,55.0,0.38,0.29,13,0.42,0.56,13
2018-05-23,HSB,200.0,0.99,0.63,16,0.0,3.66,14
2018-05-23,HLD,50.0,1.14,1.13,18,0.15,0.14,17
2018-05-23,SHK,127.5,0.85,0.47,17,1.78,2.6,18
2018-05-23,NWD,12.0,0.15,0.13,25,0.0,0.2,23
2018-05-23,SWA,80.0,0.51,0.35,18,1.44,1.59,19
2018-05-23,BEA,33.0,0.0,0.19,20,0.0,0.61,18
2018-05-23,GLX,70.0,0.54,0.35,24,1.92,1.83,22
2018-05-23,MTR,45.0,0.21,0.05,15,0.86,1.18,13
2018-05-23,KLE,7.5,0.08,0.15,27,0.32,0.25,33
2018-05-23,WWC,7.0,0.0,0.18,31,0.0,0.07,29
2018-05-23,GAH,23.0,0.5,0.32,34,0.43,0.54,32
2018-05-23,CIT,12.0,0.04,0.02,22,0.0,0.45,19
2018-05-23,CPA,13.0,0.0,0.08,20,0.0,0.24,20
2018-05-23,JXC,11.5,0.14,0.13,30,0.2,0.27,30
2018-05-23,CPC,8.25,0.03,0.01,54,0.84,1.02,0
2018-05-23,HEX,260.0,3.42,2.93,22,2.36,3.29,20
2018-05-23,CRG,6.25,0.15,0.08,22,0.06,0.08,23
2018-05-23,DFM,9.0,0.2,0.24,34,0.08,0.1,30
2018-05-23,LIF,3.5,0.0,0.02,29,0.1,0.12,29
2018-05-23,COL,27.0,0.22,0.23,25,0.56,0.55,23
2018-05-23,TCH,410.0,5.0,4.35,25,6.4,6.92,23
2018-05-23,CTC,3.7,0.0,0.05,21,0.03,0.04,22
2018-05-23,CHU,11.0,0.2,0.12,24,0.14,0.16,21
2018-05-23,LNK,70.0,0.32,0.48,19,0.96,1.09,18
2018-05-23,PEC,6.5,0.06,0.02,35,0.18,0.37,35
2018-05-23,CNC,14.5,0.12,0.02,30,0.4,0.9,37
2018-05-23,HNP,5.5,0.4,0.32,35,0.0,0.02,35
2018-05-23,ACC,49.0,0.87,0.44,36,0.0,1.76,33
2018-05-23,XCC,8.25,0.066,0.026,20,0.17,0.217,18
2018-05-23,CHT,72.5,1.3,0.68,13,0.72,1.04,10
2018-05-23,LEN,3.9,0.07,0.05,37,0.11,0.12,37
2018-05-23,CTB,5.75,0.06,0.05,30,0.37,0.4,0
2018-05-23,HGN,72.5,0.91,0.37,26,1.39,2.17,23
2018-05-23,CSE,21.0,0.14,0.07,38,1.26,1.26,28
2018-05-23,CRL,30.0,0.31,0.15,30,0.84,1.12,28
2018-05-23,CKP,67.5,0.46,0.4,15,1.0,0.88,17
2018-05-23,YZC,12.0,0.05,0.01,48,1.08,1.9,53
2018-05-23,CRC,9.0,0.08,0.07,18,0.1,0.11,16
2018-05-23,BYD,52.5,1.06,1.79,35,1.06,0.51,34
2018-05-23,XAB,4.2,0.041,0.018,19,0.06,0.084,17
2018-05-23,AIA,75.0,0.23,0.03,24,3.2,4.67,24
