Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-06-06,CKH,90.0,1.33,1.44,13,1.16,1.1,14
2018-06-06,CLP,82.5,1.05,0.87,12,1.01,1.17,12
2018-06-06,HKG,17.5,0.0,0.1,14,0.51,0.5,15
2018-06-06,WHL,26.0,0.0,0.48,19,0.0,0.54,20
2018-06-06,HKB,77.5,0.55,0.54,12,1.61,1.53,13
2018-06-06,HEH,55.0,0.74,0.8,11,0.63,0.46,11
2018-06-06,HSB,197.5,3.0,2.76,13,2.68,2.56,14
2018-06-06,HLD,47.0,0.0,0.68,18,1.13,1.14,20
2018-06-06,SHK,127.5,1.89,2.12,15,1.89,1.61,14
2018-06-06,NWD,12.5,0.17,0.21,25,0.4,0.41,24
2018-06-06,SWA,82.5,1.12,1.22,14,1.36,1.28,15
2018-06-06,BEA,33.0,0.64,0.72,20,0.0,0.63,21
2018-06-06,GLX,65.0,1.88,2.01,23,1.49,1.15,24
2018-06-06,MTR,44.0,0.0,0.92,12,0.34,0.31,13
2018-06-06,KLE,7.25,0.21,0.19,27,0.19,0.2,27
2018-06-06,WWC,7.5,0.61,0.56,41,0.23,0.16,42
2018-06-06,GAH,23.0,0.65,0.69,31,0.75,0.72,31
2018-06-06,CIT,12.0,0.27,0.2,19,0.0,0.35,21
2018-06-06,CPA,13.5,0.19,0.27,17,0.2,0.21,18
2018-06-06,JXC,11.5,0.4,0.41,27,0.25,0.28,27
2018-06-06,CPC,7.5,0.3,0.26,31,0.19,0.19,29
2018-06-06,HEX,260.0,4.0,3.75,16,4.5,5.09,17
2018-06-06,CRG,6.5,0.0,0.1,22,0.0,0.21,24
2018-06-06,DFM,9.25,0.2,0.16,24,0.0,0.47,23
2018-06-06,LIF,3.0,0.0,0.11,29,0.0,0.08,33
2018-06-06,COL,28.0,0.94,0.89,30,0.75,0.87,32
2018-06-06,TCH,420.0,9.33,11.2,19,6.7,6.22,20
2018-06-06,CTC,3.8,0.06,0.05,18,0.0,0.1,21
2018-06-06,CHU,11.0,0.19,0.21,26,0.0,0.36,25
2018-06-06,LNK,72.5,1.27,0.87,15,2.15,1.92,16
2018-06-06,PEC,6.25,0.26,0.36,32,0.16,0.1,31
2018-06-06,CNC,13.5,0.34,0.36,31,0.4,0.46,29
2018-06-06,HNP,5.75,0.22,0.17,31,0.0,0.18,30
2018-06-06,ACC,49.0,1.64,1.53,30,1.48,1.49,32
2018-06-06,XCC,8.25,0.102,0.094,17,0.201,0.195,17
2018-06-06,CHT,72.5,1.3,1.17,15,1.0,1.02,15
2018-06-06,LEN,4.2,0.0,0.12,28,0.12,0.1,24
2018-06-06,CTB,5.25,0.0,0.23,25,0.07,0.08,28
2018-06-06,HGN,77.5,3.15,2.23,25,1.33,1.8,27
2018-06-06,CSE,21.0,0.8,0.74,29,1.09,1.03,25
2018-06-06,CRL,32.0,0.77,0.48,36,0.0,2.09,33
2018-06-06,CKP,67.5,1.13,0.93,15,1.02,1.07,14
2018-06-06,YZC,12.0,0.49,0.53,46,0.5,0.57,47
2018-06-06,CRC,9.0,0.18,0.17,20,0.0,0.19,20
2018-06-06,BYD,52.5,1.98,2.02,31,1.25,1.21,29
2018-06-06,XAB,4.1,0.0,0.087,17,0.053,0.059,18
2018-06-06,AIA,72.5,1.65,1.85,20,1.3,1.29,22
2018-06-06,NCL,37.0,1.31,1.06,26,0.83,0.9,27
2018-06-06,PIN,4.1,0.11,0.11,34,0.0,0.18,37
2018-06-06,CDA,2.9,0.03,0.03,16,0.06,0.06,13
2018-06-06,XIC,6.5,0.195,0.18,17,0.063,0.062,17
2018-06-06,CCC,8.5,0.16,0.13,21,0.0,0.36,18
2018-06-06,CGN,2.3,0.01,0.01,21,0.0,0.13,22
2018-06-06,CCE,3.5,0.0,0.07,23,0.0,0.12,20
2018-06-06,SUN,33.0,1.25,1.02,42,1.44,1.75,41
2018-06-06,CCS,4.4,0.0,0.13,33,0.0,0.15,31
2018-06-06,SAN,45.0,0.88,1.02,23,1.47,1.1,24
2018-06-06,COG,17.0,0.0,0.81,40,0.54,0.58,41
2018-06-06,AAC,120.0,6.0,11.98,38,2.31,1.31,39
2018-06-06,FIH,1.7,0.0,0.01,41,0.0,0.2,42
2018-06-06,GAC,9.5,0.45,0.43,35,0.24,0.27,37
2018-06-06,MGM,21.0,0.55,0.7,28,0.72,0.49,28
2018-06-06,PAI,80.0,0.88,0.65,17,2.1,2.57,19
2018-06-06,MEN,29.0,0.9,0.93,35,0.0,1.06,34
2018-06-06,PIC,14.5,0.31,0.32,25,0.0,0.67,28
2018-06-06,GWM,7.75,0.3,0.29,26,0.14,0.14,27
2018-06-06,SNO,160.0,7.0,11.19,39,3.35,3.16,39
2018-06-06,BOC,40.0,0.59,0.54,15,0.88,0.73,16
2018-06-06,ALC,4.2,0.14,0.15,30,0.11,0.11,31
2018-06-06,CPI,35.0,0.68,0.75,23,1.2,1.1,22
2018-06-06,CLI,23.0,0.26,0.12,14,0.7,0.74,12
2018-06-06,RFP,19.5,0.32,0.38,30,0.0,0.82,30
2018-06-06,TRF,31.0,0.9,0.88,13,0.21,0.19,15
2018-06-06,CSA,15.0,0.35,0.31,16,0.22,0.19,17
2018-06-06,A50,14.5,0.4,0.37,17,0.15,0.16,17
2018-06-06,HCF,125.0,1.86,1.55,15,0.0,2.79,16
2018-06-06,STC,77.5,0.0,1.33,17,1.1,1.23,16
2018-06-06,ZJM,3.3,0.0,0.25,39,0.0,0.06,40
2018-06-06,AMC,48.0,0.63,0.7,15,0.83,0.8,16
2018-06-06,NBM,9.25,0.46,0.45,42,0.36,0.35,43
2018-06-06,BCM,6.25,0.15,0.16,21,0.08,0.31,19
2018-06-06,EVG,24.0,1.09,1.18,37,0.76,0.72,40
2018-06-06,PLE,0.75,0.0,0.06,73,0.0,0.05,74
2018-06-06,KSO,25.0,1.02,1.25,29,0.58,0.38,29
2018-06-06,CMB,33.0,0.8,0.62,21,0.77,0.78,22
2018-06-06,XBC,4.2,0.074,0.064,16,0.058,0.067,15
2018-06-06,CTS,19.5,0.52,0.4,23,0.48,0.66,21
2018-06-06,HAI,10.0,0.16,0.21,26,0.36,0.33,28
