Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-06-01,CKH,87.5,2.4,2.29,16,0.8,0.88,15
2018-06-01,CLP,82.5,0.75,0.58,13,0.0,2.05,12
2018-06-01,HKG,17.0,0.0,0.21,15,0.38,0.37,14
2018-06-01,WHL,25.0,0.77,0.69,22,0.46,0.49,20
2018-06-01,HKB,75.0,1.48,1.72,13,0.95,0.74,14
2018-06-01,HEH,55.0,0.75,0.7,13,0.82,0.86,12
2018-06-01,HSB,197.5,1.73,1.47,14,4.9,5.32,13
2018-06-01,HLD,52.5,0.57,0.55,21,0.0,2.14,19
2018-06-01,SHK,127.5,1.65,1.28,14,2.4,2.77,13
2018-06-01,NWD,12.0,0.31,0.36,24,0.33,0.27,23
2018-06-01,SWA,80.0,1.73,1.78,15,1.22,1.15,16
2018-06-01,BEA,33.0,0.44,0.47,24,0.0,1.36,23
2018-06-01,GLX,70.0,1.3,0.88,27,2.75,3.83,25
2018-06-01,MTR,44.0,0.67,0.59,14,0.57,0.76,13
2018-06-01,KLE,7.25,0.27,0.25,27,0.0,0.19,27
2018-06-01,WWC,7.75,0.0,0.31,40,0.44,0.4,43
2018-06-01,GAH,22.0,0.71,0.76,32,0.8,0.78,31
2018-06-01,CIT,11.5,0.29,0.28,19,0.3,0.27,18
2018-06-01,CPA,13.0,0.17,0.18,20,0.45,0.42,19
2018-06-01,JXC,11.5,0.26,0.2,28,0.5,0.59,26
2018-06-01,CPC,7.75,0.28,0.24,31,0.33,0.3,32
2018-06-01,HEX,255.0,5.28,4.24,17,4.95,5.05,16
2018-06-01,CRG,6.25,0.0,0.23,25,0.14,0.14,27
2018-06-01,DFM,9.0,0.25,0.22,25,0.0,0.43,24
2018-06-01,LIF,3.0,0.0,0.15,33,0.0,0.08,34
2018-06-01,COL,26.0,0.0,0.68,24,0.75,0.73,22
2018-06-01,TCH,400.0,9.43,10.64,19,8.3,6.84,20
2018-06-01,CTC,3.7,0.08,0.08,18,0.08,0.08,21
2018-06-01,CHU,10.5,0.0,0.38,26,0.26,0.22,25
2018-06-01,LNK,70.0,1.15,1.35,17,1.95,1.66,15
2018-06-01,PEC,6.5,0.18,0.19,32,0.29,0.27,31
2018-06-01,CNC,13.0,0.52,0.76,30,0.44,0.27,31
2018-06-01,HNP,6.0,0.18,0.17,33,0.3,0.29,36
2018-06-01,ACC,48.0,1.1,1.33,34,0.0,2.37,33
2018-06-01,XCC,8.0,0.153,0.146,18,0.202,0.179,18
2018-06-01,CHT,70.0,1.91,1.64,17,0.95,0.95,16
2018-06-01,LEN,4.2,0.1,0.13,32,0.0,0.15,28
2018-06-01,CTB,5.25,0.0,0.22,29,0.13,0.12,28
2018-06-01,HGN,75.0,2.16,2.13,26,2.57,2.22,26
2018-06-01,CSE,20.0,1.65,1.24,28,0.7,0.67,28
2018-06-01,CRL,29.0,0.9,1.02,31,0.0,1.22,33
2018-06-01,CKP,65.0,1.56,1.44,14,0.64,0.64,13
2018-06-01,YZC,11.5,0.63,0.46,49,0.56,0.78,48
2018-06-01,CRC,9.0,0.11,0.13,20,0.0,0.3,21
2018-06-01,BYD,50.0,2.26,1.82,32,1.57,1.6,30
2018-06-01,XAB,4.1,0.0,0.066,19,0.0,0.108,18
2018-06-01,AIA,72.5,1.6,1.19,23,2.0,2.57,22
2018-06-01,NCL,36.0,0.84,0.51,23,1.36,1.38,21
2018-06-01,PIN,3.7,0.15,0.13,30,0.0,0.11,28
2018-06-01,CDA,2.8,0.0,0.09,25,0.04,0.07,26
2018-06-01,XIC,6.5,0.148,0.146,19,0.145,0.131,19
2018-06-01,CCC,8.5,0.17,0.13,22,0.41,0.43,20
2018-06-01,CGN,2.2,0.0,0.05,24,0.09,0.1,31
2018-06-01,CCE,3.5,0.0,0.06,24,0.0,0.16,19
2018-06-01,SUN,30.0,1.19,1.48,42,1.46,1.35,41
2018-06-01,CCS,4.4,0.0,0.13,32,0.11,0.18,32
