Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-07-16,CKH,85.0,0.64,0.86,17,0.0,1.5,17
2018-07-16,CLP,87.5,1.26,1.46,12,0.73,0.51,13
2018-07-16,HKG,15.5,0.05,0.09,12,0.25,0.23,12
2018-07-16,WHL,26.0,0.0,0.31,18,0.0,0.47,19
2018-07-16,HKB,72.5,1.3,1.38,15,0.61,0.48,14
2018-07-16,HEH,57.5,0.78,0.85,14,0.57,0.52,14
2018-07-16,HSB,200.0,2.94,3.2,16,2.76,2.24,17
2018-07-16,HLD,42.0,0.33,0.29,17,0.0,1.03,18
2018-07-16,SHK,117.5,0.0,1.55,15,1.38,1.37,15
2018-07-16,NWD,11.0,0.13,0.13,20,0.0,0.22,19
2018-07-16,SWA,82.5,0.0,2.26,21,1.16,0.77,21
2018-07-16,BEA,31.0,0.0,0.8,23,0.47,0.37,22
2018-07-16,GLX,62.5,2.61,3.02,32,0.85,0.66,31
2018-07-16,MTR,43.0,0.24,0.26,14,0.8,0.87,15
2018-07-16,KLE,7.0,0.0,0.08,23,0.0,0.19,23
2018-07-16,WWC,7.0,0.27,0.23,37,0.24,0.22,40
2018-07-16,GAH,21.0,0.3,0.34,36,0.0,0.91,35
2018-07-16,CIT,10.5,0.0,0.24,20,0.0,0.12,21
2018-07-16,CPA,12.5,0.0,0.11,21,0.28,0.34,20
2018-07-16,JXC,9.25,0.0,0.16,26,0.0,0.23,27
2018-07-16,CPC,7.0,0.19,0.2,28,0.12,0.12,28
2018-07-16,HEX,235.0,3.0,2.8,18,3.2,3.74,17
2018-07-16,CRG,5.75,0.0,0.2,26,0.12,0.07,27
2018-07-16,DFM,7.75,0.0,0.19,32,0.0,0.21,33
2018-07-16,LIF,2.6,0.08,0.11,39,0.0,0.06,40
2018-07-16,COL,25.0,0.76,0.72,30,0.35,0.47,29
2018-07-16,TCH,380.0,9.0,7.3,21,5.5,5.65,21
2018-07-16,CTC,3.6,0.05,0.05,22,0.0,0.08,23
2018-07-16,AIR,7.25,0.0,0.21,45,0.0,0.32,47
2018-07-16,CHU,9.5,0.14,0.15,26,0.28,0.25,27
2018-07-16,LNK,75.0,1.18,0.78,17,0.84,1.22,16
2018-07-16,PEC,5.75,0.1,0.11,27,0.0,0.14,28
2018-07-16,CNC,13.0,0.25,0.3,29,0.33,0.3,29
2018-07-16,HNP,5.5,0.0,0.22,37,0.0,0.11,35
2018-07-16,ACC,45.0,1.21,0.76,39,1.89,2.3,41
2018-07-16,XCC,7.0,0.078,0.069,18,0.15,0.152,20
2018-07-16,CHT,70.0,0.42,0.4,14,1.55,1.34,14
2018-07-16,LEN,4.0,0.09,0.09,26,0.09,0.07,24
2018-07-16,CTB,4.8,0.0,0.06,24,0.1,0.13,24
2018-07-16,HGN,75.0,0.0,1.62,28,1.15,1.71,27
2018-07-16,CSE,17.0,0.35,0.5,32,0.58,0.37,32
2018-07-16,CSP,23.0,0.0,0.62,43,0.0,1.0,46
2018-07-16,SNP,33.0,0.0,1.19,36,0.0,0.75,37
2018-07-16,CRL,27.0,0.73,0.79,30,0.64,0.56,32
2018-07-16,CKP,62.5,0.33,0.37,18,1.78,1.69,17
2018-07-16,YZC,9.75,0.0,0.38,44,0.32,0.29,42
2018-07-16,CRC,7.75,0.0,0.1,24,0.0,0.21,25
2018-07-16,BYD,48.0,0.6,0.39,36,3.2,3.05,35
2018-07-16,XAB,3.7,0.0,0.043,25,0.12,0.109,24
2018-07-16,AIA,67.5,2.18,2.08,24,0.88,0.75,24
2018-07-16,NCL,32.0,0.0,0.72,30,1.02,0.84,31
2018-07-16,PIN,3.5,0.0,0.06,30,0.0,0.11,30
2018-07-16,CDA,2.1,0.0,0.07,28,0.0,0.03,28
2018-07-16,XIC,5.5,0.151,0.154,24,0.07,0.068,24
2018-07-16,XPB,5.0,0.0,0.129,23,0.0,0.072,25
2018-07-16,CCC,7.25,0.0,0.12,25,0.22,0.15,22
2018-07-16,MIU,21.0,0.95,1.13,66,1.8,1.1,68
2018-07-16,CGN,2.0,0.0,0.04,17,0.0,0.03,25
2018-07-16,CCE,3.0,0.0,0.1,30,0.0,0.05,30
2018-07-16,SUN,27.0,0.9,0.78,53,0.88,1.46,50
2018-07-16,CCS,3.3,0.0,0.09,32,0.0,0.08,33
2018-07-16,SAN,41.0,1.31,1.41,29,0.65,0.64,30
2018-07-16,MSA,5.62,0.07,0.08,23,0.0,0.13,24
2018-07-16,COG,13.0,0.37,0.42,53,0.6,0.69,55
2018-07-16,AAC,107.5,5.2,4.85,39,3.03,2.19,39
2018-07-16,VNK,26.0,0.4,0.42,42,0.0,1.87,42
2018-07-16,GAC,7.25,0.0,0.13,38,0.0,0.33,37
2018-07-16,MGM,17.0,0.54,0.72,41,0.41,0.41,41
2018-07-16,PAI,70.0,2.07,1.43,19,0.57,0.75,19
2018-07-16,MEN,27.0,0.61,0.76,41,1.0,0.98,40
2018-07-16,PIC,9.0,0.18,0.2,29,0.0,0.21,28
2018-07-16,GWM,5.25,0.14,0.17,42,0.18,0.17,40
2018-07-16,SNO,152.5,4.15,4.73,40,4.75,4.88,40
2018-07-16,BOC,36.0,0.0,0.68,18,0.56,0.45,20
2018-07-16,ALC,3.2,0.05,0.06,39,0.0,0.15,40
2018-07-16,CPI,30.0,0.47,0.35,24,0.8,0.84,24
2018-07-16,CLI,20.0,0.26,0.25,20,0.3,0.41,21
2018-07-16,RFP,15.0,0.0,0.22,31,0.0,0.56,32
2018-07-16,TRF,29.0,0.46,0.54,17,0.27,0.27,17
2018-07-16,CSA,13.5,0.0,0.14,24,0.0,0.43,26
2018-07-16,A50,13.0,0.21,0.22,26,0.33,0.32,26
2018-07-16,HCF,110.0,1.82,1.78,19,0.0,1.52,18
2018-07-16,STC,70.0,0.84,0.83,15,0.0,0.83,15
2018-07-16,ZJM,2.8,0.0,0.09,38,0.0,0.08,39
2018-07-16,AMC,42.0,0.0,0.49,22,0.0,1.13,24
2018-07-16,NBM,7.75,0.0,0.18,48,0.0,0.42,47
2018-07-16,BCM,5.5,0.0,0.1,19,0.09,0.07,19
2018-07-16,EVG,21.0,0.81,0.76,52,0.97,0.92,50
2018-07-16,PLE,0.7,0.0,0.03,72,0.0,0.04,54
2018-07-16,KSO,22.0,0.87,0.79,40,0.5,0.61,39
2018-07-16,CMB,28.0,0.5,0.69,27,0.44,0.49,25
2018-07-16,XBC,3.6,0.056,0.063,18,0.054,0.044,19
2018-07-16,CTS,15.5,0.22,0.2,27,0.0,0.51,28
2018-07-16,HAI,7.75,0.0,0.21,33,0.0,0.2,34
