Date,Stock Code,Option Code,Closing,Change,Change(%),HSI Price,HSI Strike,"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-08-06,1,CKH,86.85,2.85,3.39,27819.56055,27800.0,526,466,4.48,555,533,-16.33,87.50,18.0,20,19,0.70,1.58,+1.10,229.17,1.43,1.21,2.74,2.05,-1.84,-47.3,2.08,2.09,0.43,-0.57,0.09,0.09,0.0,0.32,1.17,1.61,2.06,4.23,8.05,9.34,5.26,2.58,2.16,1.74,0.48,0.0
2018-08-06,2,CLP,90.0,2.2,2.51,27819.56055,27800.0,526,466,4.48,555,533,-16.33,90.00,16.0,14,15,0.90,1.43,+0.80,126.98,1.56,1.31,2.07,1.41,-1.22,-46.39,1.55,1.56,0.48,-0.52,0.09,0.09,0.0,0.12,0.95,1.4,1.86,4.66,9.01,9.0,4.66,1.94,1.5,1.05,0.2,0.0
2018-08-06,3,HKG,15.88,0.3,1.93,27819.56055,27800.0,526,466,4.48,555,533,-16.33,16.00,17.0,14,15,0.11,0.19,+0.10,111.11,0.24,0.2,0.41,0.31,-0.18,-36.73,0.36,0.36,0.39,-0.6,0.02,0.02,0.0,0.01,0.11,0.19,0.27,0.72,1.47,1.71,0.93,0.4,0.32,0.25,0.05,0.0
2018-08-06,4,WHL,25.6,-0.1,-0.39,27819.56055,27800.0,526,466,4.48,555,533,-16.33,26.00,13.0,23,22,0.39,0.39,-0.06,-13.33,0.17,0.16,0.00,1.00,+0.04,4.17,0.57,0.63,0.39,-0.61,0.03,0.03,0.0,0.11,0.33,0.46,0.59,1.12,2.24,2.96,1.78,0.95,0.83,0.7,0.21,0.06
2018-08-06,5,HKB,72.65,0.35,0.48,27819.56055,27800.0,526,466,4.48,555,533,-16.33,72.50,13.0,16,15,1.53,1.09,-0.08,-6.84,1.11,0.92,1.93,1.47,-0.43,-22.63,0.95,0.97,0.5,-0.5,0.07,0.07,0.0,0.19,1.0,1.37,1.74,3.98,7.42,7.11,3.63,1.49,1.13,0.77,0.15,0.0
2018-08-06,6,HEH,55.95,0.75,1.36,27819.56055,27800.0,526,466,4.48,555,533,-16.33,55.00,12.0,12,13,0.86,1.23,+0.42,51.85,1.19,1.13,0.82,0.65,-0.35,-35.0,0.24,0.33,0.68,-0.33,0.05,0.05,0.0,0.13,0.93,1.22,1.7,3.75,6.55,4.64,2.0,0.6,0.32,0.21,0.0,0.0
2018-08-06,11,HSB,205.6,3.2,1.58,27819.56055,27800.0,526,466,4.48,555,533,-16.33,205.00,18.0,21,21,5.00,4.40,+1.10,33.33,4.46,3.84,5.81,4.73,-1.97,-29.4,3.84,3.79,0.51,-0.49,0.21,0.21,0.0,1.13,4.04,5.1,6.15,11.99,21.18,19.96,10.79,5.48,4.48,3.48,1.09,0.0
2018-08-06,12,HLD,42.05,0.4,0.96,27819.56055,27800.0,526,466,4.48,555,533,-16.33,42.00,18.0,23,25,1.07,1.07,+0.15,16.3,0.89,0.76,1.04,1.04,-0.20,-16.13,0.83,0.82,0.5,-0.5,0.04,0.04,0.0,0.27,0.88,1.1,1.32,2.44,4.29,4.19,2.36,1.34,1.14,0.94,0.33,0.08
2018-08-06,16,SHK,119.5,0.6,0.5,27819.56055,27800.0,526,466,4.48,555,533,-16.33,120.00,16.0,19,20,2.70,2.17,-0.04,-1.81,1.93,1.61,2.55,2.70,-0.46,-14.56,2.42,2.43,0.45,-0.54,0.12,0.12,0.0,0.42,1.67,2.28,2.89,6.09,11.46,12.45,6.96,3.49,2.9,2.32,0.68,0.0
2018-08-06,17,NWD,10.74,-0.04,-0.37,27819.56055,27800.0,526,466,4.48,555,533,-16.33,10.50,17.0,21,20,0.00,0.38,-0.05,-11.63,0.32,0.31,0.00,0.12,-0.01,-7.69,0.08,0.1,0.65,-0.34,0.01,0.01,0.01,0.09,0.31,0.37,0.43,0.81,1.32,0.84,0.38,0.17,0.12,0.07,0.02,0.0
2018-08-06,19,SWA,84.5,-0.75,-0.88,27819.56055,27800.0,526,466,4.48,555,533,-16.33,85.00,20.0,20,19,1.61,1.59,-0.39,-19.7,1.61,1.37,0.00,1.94,+0.20,11.49,2.1,2.1,0.44,-0.56,0.09,0.09,0.0,0.33,1.2,1.64,2.07,4.23,7.96,8.95,5.0,2.45,2.03,1.62,0.45,0.0
2018-08-06,23,BEA,30.55,0.3,0.99,27819.56055,27800.0,526,466,4.48,555,533,-16.33,31.00,18.0,21,22,0.00,0.48,+0.05,11.63,0.4,0.35,0.00,0.94,-0.22,-18.97,0.85,0.88,0.38,-0.61,0.03,0.03,0.0,0.1,0.34,0.49,0.65,1.31,2.66,3.5,2.1,1.12,0.97,0.83,0.25,0.07
2018-08-06,27,GLX,56.15,-1.05,-1.84,27819.56055,27800.0,526,466,4.48,555,533,-16.33,55.00,36.0,37,37,4.00,2.79,-0.90,-24.39,2.78,2.56,1.24,1.60,+0.24,17.65,1.63,1.57,0.59,-0.41,0.06,0.06,0.53,1.4,2.57,2.86,3.15,4.64,7.12,4.99,3.05,1.97,1.71,1.44,0.67,0.35
2018-08-06,66,MTR,42.55,-0.05,-0.12,27819.56055,27800.0,526,466,4.48,555,533,-16.33,43.00,14.000000000000002,16,14,0.48,0.47,-0.03,-6.0,0.43,0.36,1.03,1.04,-0.07,-6.31,0.87,0.92,0.38,-0.64,0.04,0.04,0.0,0.05,0.32,0.54,0.75,1.86,3.81,4.7,2.58,1.1,0.89,0.68,0.13,0.0
2018-08-06,135,KLE,7.04,0.05,0.72,27819.56055,27800.0,526,466,4.48,555,533,-16.33,7.00,16.0,25,26,0.25,0.21,0.00,0.0,0.15,0.13,0.00,0.17,-0.04,-19.05,0.11,0.11,0.53,-0.47,0.01,0.01,0.01,0.06,0.18,0.22,0.25,0.44,0.75,0.68,0.37,0.22,0.18,0.15,0.05,0.01
2018-08-06,151,WWC,6.23,-0.02,-0.32,27819.56055,27800.0,526,466,4.48,555,533,-16.33,6.25,31.0,40,41,0.00,0.25,-0.03,-10.71,0.21,0.18,0.00,0.27,-0.01,-3.57,0.23,0.22,0.5,-0.5,0.01,0.01,0.05,0.1,0.23,0.27,0.3,0.43,0.67,0.7,0.44,0.32,0.29,0.26,0.15,0.07
2018-08-06,175,GAH,16.18,-0.4,-2.41,27819.56055,27800.0,526,466,4.48,555,533,-16.33,16.00,36.0,46,45,1.19,0.87,-0.22,-20.18,0.74,0.67,0.51,0.65,+0.13,25.0,0.56,0.53,0.55,-0.45,0.02,0.02,0.21,0.49,0.83,0.91,1.0,1.34,2.01,1.64,1.1,0.79,0.71,0.64,0.33,0.2
2018-08-06,267,CIT,10.8,-0.04,-0.37,27819.56055,27800.0,526,466,4.48,555,533,-16.33,11.00,19.0,22,23,0.00,0.17,-0.02,-10.53,0.13,0.12,0.30,0.37,+0.01,2.78,0.33,0.35,0.36,-0.63,0.01,0.01,0.0,0.04,0.11,0.17,0.22,0.44,0.91,1.28,0.78,0.43,0.38,0.33,0.11,0.04
2018-08-06,293,CPA,11.88,0.0,0.0,27819.56055,27800.0,526,466,4.48,555,533,-16.33,12.00,21.0,22,23,0.25,0.23,-0.03,-11.54,0.21,0.18,0.00,0.34,-0.02,-5.56,0.33,0.33,0.42,-0.57,0.01,0.01,0.0,0.05,0.17,0.23,0.29,0.57,1.09,1.31,0.77,0.42,0.36,0.31,0.1,0.03
2018-08-06,358,JXC,9.41,-0.04,-0.42,27819.56055,27800.0,526,466,4.48,555,533,-16.33,9.50,25.0,29,30,0.25,0.25,-0.03,-10.71,0.22,0.19,0.00,0.34,0.00,0.0,0.31,0.3,0.45,-0.55,0.01,0.01,0.02,0.08,0.21,0.26,0.31,0.5,0.91,1.05,0.64,0.4,0.36,0.31,0.13,0.06
2018-08-06,386,CPC,7.35,0.01,0.14,27819.56055,27800.0,526,466,4.48,555,533,-16.33,7.25,17.0,29,29,0.32,0.28,-0.01,-3.45,0.19,0.17,0.15,0.17,-0.01,-5.56,0.09,0.09,0.57,-0.43,0.01,0.01,0.03,0.1,0.25,0.29,0.32,0.53,0.85,0.67,0.36,0.22,0.18,0.15,0.06,0.02
2018-08-06,388,HEX,224.0,0.0,0.0,27819.56055,27800.0,526,466,4.48,555,533,-16.33,225.00,15.0,20,18,5.00,3.58,-0.12,-3.24,3.29,2.74,5.15,6.70,-0.45,-6.29,4.27,4.34,0.45,-0.55,0.23,0.23,0.0,0.91,3.35,4.49,5.64,11.5,21.42,23.4,12.85,6.07,4.98,3.88,1.02,0.0
2018-08-06,390,CRG,6.45,-0.05,-0.77,27819.56055,27800.0,526,466,4.48,555,533,-16.33,6.50,47.0,31,34,0.19,0.19,-0.04,-17.39,0.31,0.28,0.00,0.25,+0.02,8.7,0.36,0.35,0.46,-0.53,0.01,0.01,0.02,0.06,0.16,0.2,0.23,0.37,0.64,0.72,0.44,0.3,0.27,0.24,0.11,0.05
2018-08-06,489,DFM,7.82,0.02,0.26,27819.56055,27800.0,526,466,4.48,555,533,-16.33,7.75,23.0,32,33,0.00,0.30,+0.01,3.45,0.23,0.2,0.00,0.23,-0.02,-8.0,0.16,0.16,0.55,-0.45,0.01,0.01,0.04,0.11,0.27,0.31,0.35,0.55,0.89,0.76,0.44,0.29,0.25,0.21,0.09,0.04
2018-08-06,494,LIF,2.69,-0.04,-1.47,27819.56055,27800.0,526,466,4.48,555,533,-16.33,2.70,39.0,37,34,0.00,0.10,-0.03,-23.08,0.11,0.1,0.10,0.10,0.00,0.0,0.12,0.12,0.49,-0.51,0.0,0.0,0.02,0.04,0.09,0.11,0.12,0.18,0.28,0.29,0.18,0.12,0.11,0.09,0.04,0.02
2018-08-06,688,COL,23.15,-0.4,-1.7,27819.56055,27800.0,526,466,4.48,555,533,-16.33,23.00,28.999999999999996,30,32,1.01,0.82,-0.26,-24.07,0.82,0.73,0.56,0.69,+0.17,32.69,0.67,0.64,0.53,-0.46,0.02,0.02,0.09,0.25,0.72,0.84,0.96,1.54,2.56,2.28,1.3,0.86,0.74,0.63,0.26,0.12
2018-08-06,700,TCH,353.0,3.2,0.91,27819.56055,27800.0,526,466,4.48,555,533,-16.33,350.00,24.0,31,29,15.80,13.14,+1.54,13.28,10.87,9.67,9.00,9.12,-2.28,-20.0,7.84,7.62,0.54,-0.45,0.36,0.36,1.71,4.47,11.79,13.61,15.44,24.29,39.89,33.62,18.33,11.51,9.8,8.1,3.21,1.15
2018-08-06,728,CTC,3.64,0.04,1.11,27819.56055,27800.0,526,466,4.48,555,533,-16.33,3.60,20.0,23,27,0.00,0.11,+0.01,10.0,0.1,0.09,0.00,0.08,0.00,0.0,0.06,0.06,0.57,-0.44,0.0,0.0,0.0,0.03,0.09,0.11,0.13,0.24,0.4,0.33,0.18,0.11,0.09,0.07,0.03,0.01
2018-08-06,753,AIR,6.71,-0.05,-0.74,27819.56055,27800.0,526,466,4.48,555,533,-16.33,6.75,42.0,51,52,0.00,0.34,-0.02,-5.56,0.3,0.26,0.00,0.38,+0.01,2.7,0.34,0.32,0.5,-0.5,0.01,0.01,0.09,0.18,0.33,0.36,0.4,0.54,0.75,0.81,0.57,0.44,0.41,0.38,0.25,0.12
2018-08-06,762,CHU,9.47,-0.06,-0.63,27819.56055,27800.0,526,466,4.48,555,533,-16.33,9.50,18.0,28,28,0.28,0.27,-0.06,-18.18,0.17,0.14,0.31,0.29,-0.01,-3.33,0.2,0.2,0.48,-0.52,0.01,0.01,0.02,0.08,0.23,0.28,0.33,0.54,0.96,0.99,0.58,0.36,0.31,0.26,0.1,0.04
2018-08-06,823,LNK,76.0,0.95,1.27,27819.56055,27800.0,526,466,4.48,555,533,-16.33,75.00,22.0,18,19,1.90,2.05,+0.30,17.14,2.33,2.11,1.28,1.01,-0.51,-33.55,1.33,1.32,0.6,-0.4,0.08,0.08,0.0,0.39,1.63,2.01,2.4,4.98,8.61,6.6,3.22,1.46,1.09,0.72,0.22,0.0
2018-08-06,857,PEC,5.7,0.02,0.35,27819.56055,27800.0,526,466,4.48,555,533,-16.33,5.75,25.0,27,28,0.15,0.14,-0.01,-6.67,0.13,0.11,0.16,0.19,-0.02,-9.52,0.18,0.18,0.45,-0.55,0.01,0.01,0.0,0.04,0.12,0.15,0.18,0.29,0.55,0.63,0.38,0.23,0.2,0.18,0.06,0.03
2018-08-06,883,CNC,12.52,0.12,0.97,27819.56055,27800.0,526,466,4.48,555,533,-16.33,12.50,26.0,29,31,0.48,0.40,+0.05,14.29,0.37,0.33,0.32,0.38,-0.06,-13.64,0.35,0.34,0.51,-0.49,0.01,0.01,0.04,0.12,0.35,0.41,0.48,0.77,1.33,1.28,0.74,0.48,0.42,0.36,0.14,0.07
2018-08-06,902,HNP,5.54,-0.02,-0.36,27819.56055,27800.0,526,466,4.48,555,533,-16.33,5.50,35.0,32,35,0.00,0.21,-0.02,-8.7,0.24,0.21,0.19,0.18,0.00,0.0,0.2,0.19,0.54,-0.46,0.01,0.01,0.03,0.07,0.19,0.22,0.25,0.38,0.62,0.55,0.33,0.22,0.19,0.17,0.07,0.04
2018-08-06,914,ACC,47.0,0.05,0.11,27819.56055,27800.0,526,466,4.48,555,533,-16.33,47.00,42.0,40,42,2.91,1.99,-0.08,-3.86,2.19,1.95,1.49,2.02,-0.10,-4.72,2.18,2.07,0.51,-0.49,0.05,0.05,0.4,0.86,1.84,2.09,2.33,3.32,5.21,5.15,3.31,2.41,2.19,1.96,1.07,0.56
