Date,Stock Code,Option Code,Closing,Change,Change(%),"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-06-01,1,CKH,88.75,0.2,0.23,555,525,-14.08,533,542,4.63,87.50,16.0,16,15,2.40,2.29,+0.09,4.09,2.34,2.11,0.80,0.88,-0.10,-10.2,1.08,1.13,0.61,-0.38,0.09,0.09,0.0,0.41,1.84,2.29,2.74,5.84,10.13,7.62,3.54,1.36,0.93,0.51,0.09,0.0
2018-06-01,2,CLP,81.5,-0.9,-1.09,555,525,-14.08,533,542,4.63,82.50,15.0,13,12,0.75,0.58,-0.35,-37.63,0.95,0.8,0.00,2.05,+0.48,30.57,1.94,2.05,0.34,-0.67,0.08,0.08,0.0,0.0,0.4,0.76,1.17,3.34,7.16,9.15,5.08,2.16,1.65,1.25,0.21,0.0
2018-06-01,3,HKG,17.02,0.06,0.35,555,525,-14.08,533,542,4.63,17.00,11.0,15,14,0.00,0.21,+0.02,10.53,0.23,0.18,0.38,0.37,-0.05,-11.9,0.2,0.21,0.49,-0.51,0.02,0.02,0.0,0.04,0.22,0.31,0.4,0.92,1.72,1.68,0.86,0.35,0.27,0.19,0.03,0.0
2018-06-01,4,WHL,25.15,-0.2,-0.79,555,525,-14.08,533,542,4.63,25.00,16.0,22,20,0.77,0.69,-0.11,-13.75,0.55,0.48,0.46,0.49,+0.05,11.36,0.4,0.4,0.53,-0.47,0.03,0.03,0.01,0.18,0.6,0.73,0.86,1.57,2.68,2.37,1.26,0.64,0.51,0.39,0.13,0.0
2018-06-01,5,HKB,75.95,0.0,0.0,555,525,-14.08,533,542,4.63,75.00,18.0,13,14,1.48,1.72,-0.12,-6.52,2.09,1.87,0.95,0.74,-0.01,-1.33,1.14,1.15,0.61,-0.39,0.08,0.08,0.0,0.21,1.25,1.64,2.08,4.76,8.55,6.64,3.09,1.14,0.77,0.41,0.04,0.0
2018-06-01,6,HEH,54.75,0.2,0.37,555,525,-14.08,533,542,4.63,55.00,20.0,13,12,0.75,0.70,+0.06,9.38,1.17,0.99,0.82,0.86,-0.13,-13.13,1.41,1.4,0.42,-0.58,0.06,0.06,0.0,0.04,0.44,0.72,1.0,2.61,5.23,5.73,2.99,1.17,0.9,0.63,0.09,0.0
2018-06-01,11,HSB,193.3,-3.0,-1.53,555,525,-14.08,533,542,4.63,192.50,17.0,14,13,0.00,3.60,-1.70,-32.08,4.28,3.67,2.15,2.47,+0.91,58.33,3.47,3.46,0.52,-0.48,0.21,0.21,0.0,0.44,2.61,3.59,4.58,10.81,20.15,18.53,9.19,3.49,2.55,1.6,0.2,0.0
2018-06-01,12,HLD,52.0,0.4,0.78,555,525,-14.08,533,542,4.63,52.50,16.0,21,19,0.57,0.55,+0.05,10.0,0.73,0.61,0.00,2.14,-0.35,-14.06,1.23,1.27,0.42,-0.58,0.06,0.05,0.0,0.24,0.78,1.04,1.31,2.5,4.8,5.7,3.28,1.67,1.42,1.16,0.34,0.03
2018-06-01,16,SHK,125.8,-0.8,-0.63,555,525,-14.08,533,542,4.63,125.00,16.0,14,13,0.00,2.49,-0.59,-19.16,2.73,2.35,1.32,1.47,+0.10,7.3,1.91,1.93,0.54,-0.45,0.14,0.14,0.0,0.32,1.83,2.48,3.12,7.28,13.39,11.78,5.73,2.13,1.51,0.9,0.1,0.0
2018-06-01,17,NWD,12.06,0.02,0.17,555,525,-14.08,533,542,4.63,12.00,21.0,24,23,0.31,0.36,0.00,0.0,0.32,0.28,0.33,0.27,-0.04,-12.9,0.26,0.26,0.52,-0.47,0.01,0.01,0.02,0.1,0.31,0.37,0.43,0.76,1.29,1.16,0.63,0.35,0.3,0.24,0.08,0.01
2018-06-01,19,SWA,80.65,-0.25,-0.31,555,525,-14.08,533,542,4.63,80.00,21.0,15,16,1.73,1.78,-0.25,-12.32,2.31,2.03,1.22,1.15,-0.01,-0.86,1.65,1.63,0.56,-0.44,0.09,0.09,0.0,0.27,1.34,1.75,2.16,4.83,8.72,7.41,3.69,1.58,1.19,0.79,0.19,0.0
2018-06-01,23,BEA,32.05,-0.5,-1.54,555,525,-14.08,533,542,4.63,32.00,20.0,24,24,0.90,0.90,-0.30,-25.0,0.78,0.67,0.76,0.81,+0.21,35.0,0.72,0.71,0.5,-0.49,0.03,0.03,0.04,0.25,0.77,0.93,1.1,1.91,3.33,3.19,1.8,1.03,0.88,0.72,0.26,0.07
