Date,Stock Code,Option Code,Closing,Change,Change(%),"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-06-26,1,CKH,83.5,-0.45,-0.54,295,282,-14.55,168,130,-24.42,82.50,17.0,30,28,1.99,1.35,-0.39,-22.41,1.11,1.08,0.34,0.30,+0.07,30.43,0.1,0.1,0.71,-0.28,0.02,0.02,0.0,0.0,0.88,1.3,2.01,5.18,9.35,7.35,3.17,0.66,0.25,0.14,0.0,0.0
2018-06-26,2,CLP,82.8,2.6,3.24,295,282,-14.55,168,130,-24.42,82.50,17.0,18,20,0.14,0.63,+0.61,3050.0,0.6,0.57,1.74,0.36,-1.95,-84.42,0.3,0.29,0.6,-0.41,0.02,0.02,0.0,0.0,0.21,0.63,1.23,4.44,8.58,7.98,3.84,0.79,0.38,0.13,0.0,0.0
2018-06-26,3,HKG,15.26,0.08,0.53,295,282,-14.55,168,130,-24.42,15.50,41.0,24,27,0.02,0.03,+0.02,200.0,0.08,0.09,0.00,0.28,-0.05,-15.15,0.32,0.33,0.19,-0.78,0.0,0.0,0.0,0.0,0.01,0.03,0.08,0.52,1.29,1.77,1.0,0.41,0.28,0.18,0.0,0.0
2018-06-26,4,WHL,25.9,-0.1,-0.38,295,282,-14.55,168,130,-24.42,26.00,23.0,26,24,0.10,0.16,-0.06,-27.27,0.14,0.13,0.00,0.24,+0.01,4.35,0.24,0.24,0.42,-0.59,0.01,0.01,0.0,0.0,0.06,0.17,0.3,1.2,2.49,2.69,1.4,0.41,0.25,0.12,0.0,0.0
2018-06-26,5,HKB,73.5,-0.25,-0.34,295,282,-14.55,168,130,-24.42,72.50,14.000000000000002,26,24,1.20,1.21,-0.29,-19.33,1.04,1.02,0.20,0.17,-0.10,-37.04,0.04,0.03,0.76,-0.22,0.02,0.02,0.0,0.0,0.74,1.18,1.82,4.68,8.35,6.35,2.67,0.43,0.16,0.07,0.0,0.0
2018-06-26,6,HEH,55.4,0.7,1.28,295,282,-14.55,168,130,-24.42,55.00,13.0,15,16,0.03,0.50,+0.30,150.0,0.46,0.46,0.49,0.11,-0.40,-78.43,0.06,0.07,0.74,-0.27,0.01,0.01,0.0,0.0,0.19,0.48,0.97,3.17,5.94,5.14,2.37,0.36,0.09,0.02,0.0,0.0
2018-06-26,11,HSB,196.4,1.9,0.98,295,282,-14.55,168,130,-24.42,197.50,16.0,21,22,0.40,0.77,+0.27,54.0,0.44,0.45,3.20,1.94,-1.42,-42.26,1.54,1.59,0.36,-0.64,0.05,0.05,0.0,0.0,0.28,0.78,1.77,8.72,18.54,20.74,10.92,3.37,1.94,0.96,0.0,0.0
2018-06-26,12,HLD,42.4,0.1,0.24,295,282,-14.55,168,130,-24.42,42.00,41.0,26,28,0.33,0.57,+0.01,1.79,0.76,0.73,0.32,0.19,-0.05,-20.83,0.36,0.34,0.69,-0.32,0.01,0.01,0.0,0.0,0.34,0.55,0.9,2.52,4.64,3.84,1.72,0.39,0.18,0.09,0.0,0.0
2018-06-26,16,SHK,119.8,-0.6,-0.5,295,282,-14.55,168,130,-24.42,120.00,14.000000000000002,23,24,0.43,0.73,-0.40,-35.4,0.43,0.38,1.60,0.97,+0.20,25.97,0.63,0.61,0.46,-0.54,0.04,0.04,0.0,0.0,0.27,0.78,1.39,5.79,11.78,12.18,6.19,1.68,1.02,0.43,0.0,0.0
2018-06-26,17,NWD,11.08,-0.04,-0.36,295,282,-14.55,168,130,-24.42,11.00,20.0,28,29,0.14,0.14,-0.07,-33.33,0.11,0.11,0.09,0.06,-0.02,-25.0,0.03,0.03,0.64,-0.37,0.0,0.0,0.0,0.0,0.08,0.14,0.22,0.63,1.19,1.03,0.47,0.12,0.06,0.03,0.0,0.0
