Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-05-10,CKH,92.5,0.62,0.46,15,2.8,3.13,13
2018-05-10,CLP,82.5,0.92,0.74,12,0.0,1.23,12
2018-05-10,HKG,16.5,0.26,0.27,10,0.06,0.08,10
2018-05-10,WHL,25.0,0.0,0.66,22,0.4,0.37,20
2018-05-10,HKB,75.0,1.98,2.31,16,0.51,0.53,15
2018-05-10,HEH,60.0,0.08,0.06,14,3.29,3.16,0
2018-05-10,HSB,197.5,4.6,4.69,19,3.47,2.63,18
2018-05-10,HLD,50.0,0.62,0.64,15,0.81,0.8,15
2018-05-10,SHK,125.0,1.68,1.97,13,1.45,1.25,13
2018-05-10,NWD,11.5,0.12,0.16,17,0.0,0.22,17
2018-05-10,SWA,77.5,0.85,0.86,15,1.23,1.53,16
2018-05-10,BEA,34.0,0.0,0.5,17,0.0,0.66,18
2018-05-10,GLX,67.5,2.23,2.15,25,1.2,1.18,25
2018-05-10,MTR,45.0,0.5,0.8,11,0.0,0.61,12
2018-05-10,KLE,6.75,0.22,0.23,24,0.21,0.21,23
2018-05-10,WWC,7.0,0.26,0.26,33,0.19,0.18,31
2018-05-10,GAH,23.0,0.62,0.56,32,0.64,0.8,30
2018-05-10,CIT,12.0,0.17,0.13,19,0.0,0.31,17
2018-05-10,CPA,13.0,0.2,0.2,17,0.0,0.24,18
2018-05-10,JXC,11.0,0.49,0.47,29,0.22,0.18,29
2018-05-10,CPC,8.0,0.2,0.19,30,0.49,0.55,30
2018-05-10,HEX,255.0,7.5,6.92,21,3.2,3.5,20
2018-05-10,CRG,6.25,0.0,0.15,22,0.0,0.12,23
2018-05-10,DFM,8.5,0.21,0.23,25,0.21,0.19,26
2018-05-10,LIF,4.2,0.1,0.11,26,0.12,0.11,29
2018-05-10,COL,27.0,0.5,0.58,24,0.7,0.63,23
2018-05-10,TCH,390.0,14.5,19.68,26,6.8,4.79,29
2018-05-10,CTC,3.8,0.0,0.06,20,0.08,0.08,18
2018-05-10,CHU,10.5,0.0,0.33,26,0.2,0.18,24
2018-05-10,LNK,67.5,0.0,0.73,15,1.3,1.23,15
2018-05-10,PEC,6.0,0.25,0.19,28,0.12,0.14,29
2018-05-10,CNC,13.5,0.59,0.61,28,0.17,0.2,28
2018-05-10,HNP,5.25,0.11,0.13,21,0.0,0.1,24
2018-05-10,ACC,49.0,1.63,1.59,38,1.9,1.99,39
2018-05-10,XCC,8.0,0.236,0.188,17,0.084,0.09,18
2018-05-10,CHT,72.5,1.5,1.49,16,1.25,1.36,15
2018-05-10,LEN,3.7,0.13,0.18,36,0.09,0.08,34
2018-05-10,CTB,5.75,0.13,0.11,29,0.39,0.42,23
2018-05-10,HGN,70.0,1.21,0.87,25,2.58,3.12,24
2018-05-10,CSE,20.0,0.7,0.87,32,0.43,0.37,30
2018-05-10,CRL,29.0,0.89,0.79,29,0.72,0.77,27
2018-05-10,CKP,67.5,0.56,0.4,15,1.98,2.0,13
2018-05-10,YZC,10.5,0.73,0.73,51,0.6,0.58,50
2018-05-10,CRC,9.0,0.25,0.26,17,0.0,0.09,19
2018-05-10,BYD,52.5,1.77,1.6,36,2.1,2.05,37
2018-05-10,XAB,4.4,0.041,0.036,20,0.0,0.251,14
2018-05-10,AIA,70.0,1.6,2.13,25,1.69,1.38,23
2018-05-10,NCL,38.0,1.61,1.0,33,0.96,1.39,33
2018-05-10,PIN,3.7,0.0,0.11,29,0.1,0.1,30
2018-05-10,CDA,2.8,0.0,0.05,18,0.0,0.04,15
2018-05-10,XIC,6.75,0.15,0.132,17,0.104,0.095,18
2018-05-10,CCC,8.75,0.0,0.19,25,0.21,0.22,24
2018-05-10,CGN,2.1,0.0,0.07,19,0.03,0.02,20
2018-05-10,CCE,3.4,0.0,0.15,30,0.0,0.05,27
2018-05-10,SUN,35.0,1.38,1.17,43,1.26,1.56,40
2018-05-10,CCS,4.0,0.0,0.1,31,0.0,0.13,29
2018-05-10,SAN,46.0,1.4,1.29,25,0.93,0.98,26
2018-05-10,COG,16.0,0.0,0.59,34,0.51,0.5,32
2018-05-10,AAC,117.5,6.8,6.12,45,4.62,3.76,42
2018-05-10,GAC,13.5,0.0,0.7,38,0.43,0.35,40
2018-05-10,MGM,23.0,0.67,0.69,29,0.6,0.6,30
2018-05-10,PAI,77.5,1.51,1.44,20,1.49,1.57,20
2018-05-10,MEN,27.0,1.43,1.19,38,0.73,0.72,35
