Date,Stock Code,Option Code,Closing,Change,Change(%),HSI Price,HSI Strike,"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-08-17,1,CKH,89.55,0.4,0.45,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,90.00,20.0,20,20,1.02,1.17,+0.07,6.36,1.26,1.09,1.67,1.61,-0.38,-19.1,1.7,1.67,0.44,-0.56,0.07,0.07,0.0,0.1,0.79,1.24,1.7,4.28,8.51,9.41,5.02,2.13,1.69,1.25,0.25,0.0
2018-08-17,2,CLP,94.2,0.1,0.11,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,95.00,21.0,16,18,0.48,0.87,+0.01,1.16,1.21,1.06,2.70,1.70,-0.07,-3.95,2.0,1.99,0.38,-0.61,0.07,0.07,0.0,0.0,0.4,0.84,1.32,4.06,8.63,10.22,5.51,2.25,1.79,1.33,0.22,0.0
2018-08-17,3,HKG,15.8,-0.06,-0.38,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,16.00,19.0,17,18,0.15,0.13,-0.05,-27.78,0.14,0.13,0.34,0.33,+0.04,13.79,0.34,0.35,0.34,-0.65,0.01,0.01,0.0,0.0,0.07,0.12,0.2,0.63,1.38,1.78,0.99,0.43,0.33,0.26,0.05,0.0
2018-08-17,4,WHL,22.65,0.2,0.89,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,23.00,25.0,27,24,0.00,0.24,+0.02,9.09,0.29,0.26,0.00,0.84,-0.19,-18.45,0.64,0.65,0.38,-0.64,0.02,0.02,0.0,0.06,0.21,0.33,0.44,0.94,1.94,2.62,1.51,0.73,0.62,0.51,0.13,0.0
2018-08-17,5,HKB,70.1,-0.05,-0.07,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,70.00,14.000000000000002,14,15,1.20,0.86,-0.08,-8.51,0.83,0.71,0.52,0.77,-0.03,-3.75,0.73,0.72,0.5,-0.49,0.05,0.05,0.0,0.0,0.5,0.85,1.21,3.61,7.11,6.91,3.41,1.15,0.81,0.46,0.0,0.0
2018-08-17,6,HEH,56.85,0.15,0.26,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,57.50,13.0,16,17,0.37,0.31,-0.01,-3.12,0.26,0.25,1.80,1.65,-0.16,-8.84,0.91,0.98,0.34,-0.65,0.04,0.04,0.0,0.0,0.22,0.42,0.71,2.3,5.04,6.34,3.49,1.46,1.12,0.84,0.13,0.0
2018-08-17,11,HSB,207.2,0.4,0.19,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,205.00,25.0,21,22,3.97,4.63,+0.61,15.17,5.34,4.92,3.08,2.53,-0.88,-25.81,3.13,3.02,0.6,-0.4,0.15,0.15,0.0,0.71,3.59,4.64,5.7,12.81,22.93,18.52,8.94,3.62,2.6,1.59,0.33,0.0
2018-08-17,12,HLD,40.95,-0.2,-0.49,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,41.00,19.0,25,26,0.00,0.78,-0.21,-21.21,0.62,0.54,0.82,0.82,+0.04,5.13,0.67,0.65,0.49,-0.51,0.03,0.03,0.0,0.15,0.6,0.81,1.02,2.18,4.05,4.14,2.26,1.09,0.89,0.69,0.2,0.0
2018-08-17,16,SHK,118.1,-0.6,-0.51,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,117.50,18.0,21,21,1.99,2.28,-0.61,-21.11,2.06,1.84,1.72,1.64,+0.02,1.23,1.45,1.41,0.54,-0.45,0.09,0.09,0.0,0.32,1.72,2.32,2.93,6.73,12.42,11.21,5.62,2.3,1.72,1.14,0.22,0.0
2018-08-17,17,NWD,10.52,-0.06,-0.57,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,10.50,18.0,22,24,0.19,0.19,-0.05,-20.83,0.17,0.15,0.19,0.18,+0.01,5.88,0.15,0.14,0.51,-0.49,0.01,0.01,0.0,0.03,0.15,0.2,0.25,0.58,1.07,1.03,0.54,0.25,0.2,0.14,0.04,0.0
2018-08-17,19,SWA,90.75,0.75,0.83,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,90.00,19.0,19,20,1.78,1.77,+0.41,30.15,1.81,1.65,1.04,1.01,-0.37,-26.81,1.05,1.03,0.58,-0.42,0.07,0.07,0.0,0.21,1.32,1.78,2.24,5.35,9.83,8.33,4.03,1.55,1.1,0.65,0.1,0.0
2018-08-17,23,BEA,28.5,-0.15,-0.52,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,28.00,27.0,31,34,1.00,0.97,-0.20,-17.09,0.87,0.83,0.50,0.50,-0.01,-1.96,0.37,0.37,0.62,-0.39,0.02,0.02,0.05,0.24,0.82,0.97,1.11,2.05,3.35,2.43,1.23,0.67,0.53,0.4,0.16,0.0
2018-08-17,27,GLX,53.5,-0.3,-0.56,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,52.50,38.0,37,39,2.25,2.08,-0.27,-11.49,2.16,2.03,0.61,1.12,+0.14,14.29,1.16,1.11,0.61,-0.39,0.04,0.04,0.22,0.72,1.83,2.1,2.38,4.04,6.4,4.61,2.48,1.45,1.19,0.93,0.41,0.09
2018-08-17,66,MTR,39.8,0.15,0.38,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,40.00,19.0,18,17,0.32,0.39,0.00,0.0,0.53,0.46,0.97,0.77,-0.18,-18.95,0.73,0.72,0.43,-0.57,0.03,0.03,0.0,0.01,0.29,0.49,0.69,1.87,3.78,4.18,2.19,0.85,0.65,0.46,0.06,0.0
2018-08-17,135,KLE,6.78,-0.05,-0.73,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,6.75,34.0,37,38,0.00,0.21,-0.04,-16.0,0.2,0.18,0.17,0.18,+0.01,5.88,0.17,0.16,0.53,-0.47,0.01,0.01,0.02,0.06,0.18,0.22,0.25,0.43,0.73,0.67,0.37,0.23,0.19,0.16,0.06,0.02
2018-08-17,151,WWC,6.1,0.22,3.74,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,6.00,34.0,47,45,0.00,0.27,+0.11,68.75,0.22,0.21,0.12,0.16,-0.11,-40.74,0.12,0.11,0.58,-0.41,0.0,0.0,0.05,0.12,0.25,0.28,0.31,0.47,0.74,0.55,0.32,0.2,0.17,0.14,0.06,0.03
2018-08-17,175,GAH,15.26,0.06,0.39,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,15.50,41.0,44,47,0.66,0.41,-0.05,-10.87,0.39,0.35,0.52,0.67,-0.09,-11.84,0.63,0.61,0.43,-0.56,0.01,0.01,0.04,0.14,0.35,0.43,0.51,0.83,1.42,1.83,1.17,0.78,0.71,0.64,0.34,0.15
2018-08-17,267,CIT,10.96,-0.08,-0.72,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,11.00,21.0,26,26,0.18,0.20,-0.04,-16.67,0.17,0.14,0.28,0.24,+0.04,20.0,0.2,0.2,0.47,-0.53,0.01,0.01,0.0,0.04,0.16,0.21,0.27,0.56,1.06,1.14,0.63,0.31,0.25,0.2,0.06,0.0
2018-08-17,293,CPA,11.94,0.0,0.0,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,12.00,27.0,21,22,0.00,0.17,-0.02,-10.53,0.24,0.21,0.00,0.23,-0.02,-8.0,0.3,0.29,0.44,-0.55,0.01,0.01,0.0,0.02,0.11,0.18,0.24,0.58,1.13,1.25,0.68,0.3,0.24,0.19,0.04,0.0
2018-08-17,358,JXC,8.97,-0.04,-0.44,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,9.00,25.0,32,33,0.22,0.21,-0.04,-16.0,0.17,0.15,0.00,0.24,0.00,0.0,0.2,0.19,0.48,-0.52,0.01,0.01,0.0,0.05,0.17,0.22,0.27,0.49,0.88,0.93,0.54,0.3,0.26,0.21,0.07,0.02
2018-08-17,386,CPC,7.21,0.02,0.28,27213.41016,27200.0,405,336,-1.18,393,404,-18.22,7.25,22.0,27,29,0.15,0.13,-0.02,-13.33,0.11,0.1,0.00,0.18,-0.02,-10.0,0.15,0.15,0.45,-0.54,0.01,0.01,0.0,0.03,0.1,0.14,0.18,0.36,0.68,0.76,0.43,0.23,0.19,0.16,0.05,0.0
