Date,Stock Code,Option Code,Closing,Change,Change(%),"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-06-21,1,CKH,84.75,-1.35,-1.57,647,354,-42.9,111,256,85.51,85.00,18.0,21,20,1.25,0.92,-0.82,-47.13,0.79,0.69,0.36,1.09,+0.51,87.93,1.04,1.01,0.45,-0.55,0.05,0.05,0.0,0.0,0.52,0.94,1.37,4.04,8.23,8.72,4.49,1.56,1.14,0.72,0.02,0.0
2018-06-21,2,CLP,80.05,-0.75,-0.93,647,354,-42.9,111,256,85.51,80.00,14.000000000000002,15,14,1.43,0.71,-0.43,-37.72,0.69,0.61,0.37,0.60,+0.26,76.47,0.64,0.62,0.5,-0.5,0.04,0.04,0.0,0.0,0.34,0.75,1.15,4.05,8.06,7.95,3.95,1.04,0.65,0.25,0.0,0.0
2018-06-21,3,HKG,14.84,-0.06,-0.4,647,354,-42.9,111,256,85.51,15.00,40.0,16,16,0.16,0.07,-0.03,-30.0,0.28,0.25,0.11,0.23,+0.04,21.05,0.44,0.42,0.31,-0.69,0.01,0.01,0.0,0.0,0.03,0.06,0.14,0.58,1.32,1.64,0.9,0.34,0.22,0.15,0.0,0.0
2018-06-21,4,WHL,25.95,-0.25,-0.95,647,354,-42.9,111,256,85.51,26.00,25.0,20,22,0.00,0.27,-0.16,-37.21,0.36,0.32,0.21,0.34,+0.10,41.67,0.41,0.39,0.47,-0.53,0.01,0.01,0.0,0.0,0.16,0.29,0.42,1.25,2.55,2.64,1.35,0.5,0.37,0.24,0.02,0.0
2018-06-21,5,HKB,74.4,-0.8,-1.06,647,354,-42.9,111,256,85.51,75.00,14.000000000000002,14,13,0.70,0.36,-0.34,-48.57,0.31,0.29,0.52,0.90,+0.40,80.0,0.91,0.95,0.33,-0.68,0.04,0.04,0.0,0.0,0.14,0.33,0.7,3.12,6.84,8.04,4.32,1.46,0.88,0.51,0.0,0.0
2018-06-21,6,HEH,54.3,-0.65,-1.18,647,354,-42.9,111,256,85.51,55.00,12.0,14,13,0.19,0.19,-0.21,-52.5,0.11,0.11,0.41,0.85,+0.39,84.78,0.81,0.85,0.24,-0.77,0.02,0.02,0.0,0.0,0.07,0.14,0.38,2.02,4.73,6.13,3.42,1.3,0.82,0.51,0.0,0.0
2018-06-21,11,HSB,193.7,-0.7,-0.36,647,354,-42.9,111,256,85.51,192.50,16.0,18,17,2.97,2.68,-0.46,-14.65,2.45,2.27,0.70,1.36,+0.14,11.48,1.24,1.22,0.59,-0.4,0.1,0.1,0.0,0.0,1.71,2.69,3.8,10.89,20.58,18.17,8.49,2.32,1.37,0.6,0.0,0.0
2018-06-21,12,HLD,42.45,-0.85,-1.96,647,354,-42.9,111,256,85.51,42.00,42.0,20,22,0.00,0.75,-0.67,-47.18,1.28,1.2,0.18,0.32,+0.25,357.14,0.83,0.78,0.64,-0.37,0.02,0.02,0.0,0.04,0.52,0.73,1.02,2.57,4.7,3.79,1.73,0.54,0.33,0.17,0.0,0.0
2018-06-21,16,SHK,121.3,-1.0,-0.82,647,354,-42.9,111,256,85.51,122.50,15.0,15,14,1.20,0.57,-0.42,-42.42,0.5,0.49,0.00,1.68,+0.58,52.73,1.69,1.79,0.31,-0.7,0.06,0.06,0.0,0.0,0.24,0.5,1.11,4.87,10.93,13.33,7.27,2.62,1.62,1.02,0.0,0.0
2018-06-21,17,NWD,11.36,-0.12,-1.05,647,354,-42.9,111,256,85.51,11.50,20.0,26,24,0.20,0.11,-0.05,-31.25,0.07,0.07,0.23,0.23,+0.06,35.29,0.21,0.22,0.37,-0.65,0.01,0.01,0.0,0.0,0.06,0.11,0.17,0.47,1.0,1.28,0.71,0.3,0.23,0.18,0.03,0.0
