Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-07-20,CKH,82.5,0.0,1.66,15,0.53,0.44,17
2018-07-20,CLP,87.5,1.53,2.05,11,0.22,0.12,11
2018-07-20,HKG,16.0,0.14,0.29,14,0.16,0.08,15
2018-07-20,WHL,25.0,0.0,0.73,17,0.0,0.1,19
2018-07-20,HKB,72.5,0.94,1.15,15,0.64,0.42,15
2018-07-20,HEH,57.5,0.43,0.5,13,0.0,0.54,13
2018-07-20,HSB,197.5,2.73,2.63,16,1.89,1.78,17
2018-07-20,HLD,40.0,0.0,1.63,21,0.24,0.07,18
2018-07-20,SHK,115.0,2.04,2.62,17,0.86,0.56,17
2018-07-20,NWD,10.5,0.0,0.27,20,0.11,0.06,19
2018-07-20,SWA,82.5,0.0,2.71,17,0.62,0.21,18
2018-07-20,BEA,30.0,0.0,0.72,22,0.37,0.24,21
2018-07-20,GLX,62.5,1.09,0.92,27,1.1,1.32,25
2018-07-20,MTR,42.0,0.0,0.29,11,0.5,0.4,12
2018-07-20,KLE,6.75,0.0,0.05,23,0.0,0.18,21
2018-07-20,WWC,6.5,0.0,0.26,42,0.0,0.15,44
2018-07-20,GAH,19.5,0.3,0.34,37,0.85,0.65,37
2018-07-20,CIT,10.5,0.06,0.13,18,0.0,0.14,20
2018-07-20,CPA,12.0,0.0,0.27,21,0.15,0.11,22
2018-07-20,JXC,9.25,0.1,0.22,28,0.25,0.13,27
2018-07-20,CPC,7.0,0.2,0.22,27,0.1,0.06,25
2018-07-20,HEX,230.0,3.1,5.67,19,2.1,1.19,18
2018-07-20,CRG,5.75,0.08,0.09,24,0.0,0.09,22
2018-07-20,DFM,7.75,0.0,0.09,30,0.24,0.25,31
2018-07-20,LIF,2.6,0.0,0.14,27,0.0,0.02,37
2018-07-20,COL,24.0,0.21,0.25,31,0.87,0.81,29
2018-07-20,TCH,380.0,3.49,3.43,19,8.25,6.99,20
2018-07-20,CTC,3.6,0.0,0.06,24,0.0,0.04,17
2018-07-20,AIR,6.75,0.33,0.29,50,0.0,0.17,49
2018-07-20,CHU,9.25,0.21,0.2,22,0.1,0.09,22
