Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-06-07,CGN,2.3,0.0,0.01,22,0.0,0.12,0
2018-06-07,CCE,3.5,0.07,0.09,20,0.09,0.09,22
2018-06-07,SUN,33.0,1.17,0.93,40,1.39,1.66,38
2018-06-07,CCS,4.4,0.12,0.11,32,0.0,0.16,31
2018-06-07,SAN,45.0,1.11,0.99,23,1.19,1.07,24
2018-06-07,COG,17.0,0.81,0.72,34,0.45,0.44,35
2018-06-07,AAC,132.5,5.05,4.46,39,4.08,5.31,37
2018-06-07,FIH,1.7,0.0,0.01,44,0.0,0.21,45
2018-06-07,GAC,9.75,0.36,0.3,35,0.4,0.36,35
2018-06-07,MGM,21.0,0.44,0.55,26,0.53,0.54,27
2018-06-07,PAI,80.0,0.9,1.2,18,1.9,1.51,17
2018-06-07,MEN,29.0,1.26,1.22,35,0.84,0.74,33
2018-06-07,PIC,14.5,0.35,0.4,24,0.53,0.47,23
2018-06-07,GWM,8.0,0.25,0.19,28,0.18,0.23,26
2018-06-07,SNO,167.5,6.48,6.9,39,0.0,5.6,37
2018-06-07,BOC,40.0,0.56,0.84,16,0.62,0.44,15
2018-06-07,ALC,4.2,0.13,0.14,28,0.11,0.11,32
2018-06-07,CPI,35.0,1.2,1.43,30,0.81,0.81,27
2018-06-07,CLI,23.0,0.22,0.28,18,0.65,0.62,16
2018-06-07,RFP,19.0,0.62,0.5,27,0.5,0.49,26
2018-06-07,TRF,32.0,0.4,0.42,14,0.42,0.43,13
2018-06-07,CSA,15.0,0.36,0.31,16,0.14,0.18,16
2018-06-07,A50,14.5,0.4,0.39,16,0.13,0.12,16
2018-06-07,HCF,125.0,1.89,2.52,17,1.97,1.89,16
2018-06-07,STC,77.5,0.0,2.14,18,0.9,0.82,18
2018-06-07,ZJM,3.5,0.15,0.15,39,0.0,0.12,40
2018-06-07,AMC,48.0,0.76,0.68,14,0.7,0.73,15
2018-06-07,NBM,9.5,0.38,0.42,44,0.44,0.39,43
2018-06-07,BCM,6.25,0.26,0.23,19,0.06,0.2,16
2018-06-07,EVG,24.0,0.0,1.04,38,0.68,0.73,37
2018-06-07,PLE,0.75,0.0,0.11,81,0.01,0.03,82
2018-06-07,KSO,26.0,1.0,0.73,25,0.46,0.59,26
2018-06-07,CMB,33.0,0.72,0.98,23,0.6,0.51,22
2018-06-07,XBC,4.2,0.077,0.097,16,0.054,0.041,15
2018-06-07,CTS,19.5,0.71,0.47,22,0.3,0.55,21
2018-06-07,HAI,10.0,0.21,0.25,26,0.28,0.27,28
