Date,Stock Code,Option Code,Closing,Change,Change(%),"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-07-25,1,CKH,84.2,0.35,0.42,124,146,82.5,312,243,-44.14,85.00,15.0,17,16,0.37,0.38,+0.05,15.15,0.23,0.25,1.27,1.12,-0.37,-24.83,1.03,1.1,0.31,-0.7,0.03,0.03,0.0,0.0,0.16,0.33,0.75,3.41,7.62,9.22,5.01,1.78,1.08,0.67,0.0,0.0
2018-07-25,2,CLP,88.55,-0.6,-0.67,124,146,82.5,312,243,-44.14,87.50,18.0,10,10,1.48,1.17,-0.53,-31.18,1.35,1.36,0.00,0.10,+0.07,233.33,0.3,0.36,0.84,-0.16,0.03,0.03,0.0,0.0,0.53,1.14,1.94,5.48,9.91,7.81,3.38,0.36,0.09,0.0,0.0,0.0
2018-07-25,3,HKG,16.14,-0.1,-0.62,124,146,82.5,312,243,-44.14,16.00,13.0,16,14,0.00,0.21,-0.07,-25.0,0.17,0.17,0.05,0.05,0.00,0.0,0.03,0.04,0.67,-0.31,0.01,0.01,0.0,0.0,0.12,0.2,0.33,0.95,1.75,1.47,0.67,0.12,0.04,0.02,0.0,0.0
2018-07-25,4,WHL,26.2,0.1,0.38,124,146,82.5,312,243,-44.14,26.00,13.0,16,17,0.00,0.32,+0.01,3.23,0.27,0.27,0.17,0.13,-0.09,-40.91,0.07,0.08,0.65,-0.36,0.01,0.01,0.0,0.0,0.18,0.31,0.51,1.51,2.82,2.42,1.11,0.25,0.12,0.06,0.0,0.0
2018-07-25,5,HKB,75.05,0.4,0.54,124,146,82.5,312,243,-44.14,75.00,13.0,15,14,0.70,0.56,+0.14,33.33,0.53,0.47,0.53,0.47,-0.31,-39.74,0.48,0.46,0.51,-0.49,0.04,0.04,0.0,0.0,0.22,0.6,0.99,3.8,7.56,7.45,3.7,0.88,0.51,0.17,0.0,0.0
2018-07-25,6,HEH,57.2,-0.2,-0.35,124,146,82.5,312,243,-44.14,57.50,14.000000000000002,19,21,0.30,0.40,-0.06,-13.04,0.24,0.22,0.71,0.72,+0.19,35.85,0.54,0.55,0.4,-0.59,0.03,0.03,0.0,0.0,0.17,0.4,0.69,2.56,5.42,6.02,3.16,1.07,0.76,0.48,0.0,0.0
2018-07-25,11,HSB,206.2,3.0,1.48,124,146,82.5,312,243,-44.14,205.00,11.0,15,16,1.29,2.20,+1.25,131.58,1.73,1.67,1.92,1.04,-1.55,-59.85,0.52,0.58,0.62,-0.39,0.09,0.09,0.0,0.0,1.13,2.17,3.64,11.51,21.82,19.42,9.11,2.09,1.07,0.43,0.0,0.0
2018-07-25,12,HLD,42.85,0.7,1.66,124,146,82.5,312,243,-44.14,43.00,16.0,20,19,0.22,0.34,+0.19,126.67,0.27,0.23,0.43,0.46,-0.54,-54.0,0.42,0.41,0.44,-0.57,0.02,0.02,0.0,0.0,0.14,0.36,0.58,1.99,4.14,4.43,2.29,0.71,0.49,0.28,0.0,0.0
2018-07-25,16,SHK,120.8,2.9,2.46,124,146,82.5,312,243,-44.14,120.00,13.0,17,16,0.59,1.45,+1.21,504.17,1.22,1.17,1.60,0.59,-1.72,-74.46,0.41,0.44,0.62,-0.37,0.05,0.05,0.0,0.0,0.83,1.44,2.28,6.84,12.88,11.28,5.24,1.17,0.58,0.24,0.0,0.0
2018-07-25,17,NWD,11.1,0.3,2.78,124,146,82.5,312,243,-44.14,11.00,16.0,23,22,0.08,0.18,+0.14,350.0,0.14,0.14,0.09,0.07,-0.18,-72.0,0.04,0.04,0.63,-0.37,0.0,0.0,0.0,0.01,0.12,0.18,0.25,0.66,1.21,1.01,0.46,0.13,0.07,0.04,0.0,0.0
