Date,Option Code,Strike,Open(C),Settle(C),IV(C),Open(P),Settle(P),IV(P)
2018-05-15,CKH,92.5,0.59,0.22,13,1.8,2.68,13
2018-05-15,CLP,82.5,0.82,0.47,11,0.9,1.14,10
2018-05-15,HKG,17.0,0.0,0.17,10,0.1,0.11,9
2018-05-15,WHL,26.0,0.0,0.51,21,0.42,0.43,22
2018-05-15,HKB,77.5,0.9,0.82,14,0.91,1.0,13
2018-05-15,HEH,57.5,0.17,0.12,13,1.33,1.64,10
2018-05-15,HSB,205.0,1.5,1.01,18,0.0,6.25,16
2018-05-15,HLD,52.5,0.51,0.34,17,0.95,1.27,15
2018-05-15,SHK,130.0,2.46,1.23,15,1.12,2.08,14
2018-05-15,NWD,12.0,0.31,0.24,26,0.19,0.26,24
2018-05-15,SWA,80.0,1.11,1.19,16,0.9,0.95,16
2018-05-15,BEA,35.0,0.0,0.21,17,0.0,0.96,18
2018-05-15,GLX,70.0,1.22,0.76,26,1.88,2.39,24
2018-05-15,MTR,46.0,0.43,0.43,11,0.81,0.74,12
2018-05-15,KLE,7.0,0.13,0.12,22,0.29,0.31,24
2018-05-15,WWC,7.25,0.0,0.13,29,0.0,0.21,26
2018-05-15,GAH,24.0,0.3,0.31,32,1.06,1.07,31
2018-05-15,CIT,12.0,0.0,0.13,17,0.0,0.21,17
2018-05-15,CPA,13.5,0.0,0.13,20,0.0,0.35,20
2018-05-15,JXC,11.5,0.36,0.3,29,0.0,0.24,28
2018-05-15,CPC,8.25,0.15,0.07,25,0.0,0.65,20
2018-05-15,HEX,265.0,4.15,3.11,22,4.94,6.51,20
2018-05-15,CRG,6.25,0.15,0.16,21,0.08,0.07,21
2018-05-15,DFM,8.75,0.0,0.25,27,0.15,0.16,29
2018-05-15,LIF,4.4,0.07,0.08,24,0.14,0.11,28
2018-05-15,COL,28.0,0.3,0.31,23,0.0,0.88,25
2018-05-15,TCH,410.0,10.5,5.32,32,10.1,17.33,29
2018-05-15,CTC,3.7,0.0,0.1,21,0.0,0.03,18
2018-05-15,CHU,11.0,0.32,0.26,27,0.48,0.23,27
2018-05-15,LNK,67.5,0.0,1.4,16,0.0,0.52,15
2018-05-15,PEC,6.0,0.22,0.22,26,0.07,0.07,26
2018-05-15,CNC,14.0,0.34,0.3,24,0.27,0.27,25
2018-05-15,HNP,5.25,0.25,0.24,25,0.04,0.04,26
2018-05-15,ACC,49.0,1.14,1.29,36,1.58,1.62,36
2018-05-15,XCC,8.25,0.267,0.144,19,0.075,0.113,18
2018-05-15,CHT,75.0,0.37,0.31,14,2.67,2.65,14
2018-05-15,LEN,3.9,0.09,0.1,36,0.0,0.12,33
2018-05-15,CTB,5.75,0.16,0.15,30,0.31,0.31,24
2018-05-15,HGN,72.5,1.14,0.56,25,2.52,3.3,25
2018-05-15,CSE,21.0,0.49,0.44,31,0.58,0.6,29
2018-05-15,CRL,30.0,0.67,0.72,28,0.75,0.7,30
2018-05-15,CKP,70.0,0.31,0.25,16,1.98,2.2,14
2018-05-15,YZC,11.5,0.46,0.34,50,0.92,0.94,45
2018-05-15,CRC,9.0,0.2,0.21,18,0.0,0.08,18
2018-05-15,BYD,55.0,1.18,1.2,31,1.9,1.7,33
2018-05-15,XAB,4.6,0.035,0.023,26,0.0,0.275,20
2018-05-15,AIA,75.0,1.02,0.54,24,2.5,3.05,22
2018-05-15,NCL,39.0,0.57,0.59,34,1.45,1.7,32
2018-05-15,PIN,3.8,0.06,0.08,30,0.1,0.1,27
2018-05-15,CDA,2.8,0.0,0.07,20,0.03,0.02,16
2018-05-15,XIC,7.0,0.059,0.059,19,0.125,0.182,18
2018-05-15,CCC,8.75,0.15,0.11,19,0.15,0.17,19
2018-05-15,CGN,2.2,0.03,0.05,24,0.0,0.04,25
2018-05-15,CCE,3.6,0.07,0.07,25,0.07,0.09,29
2018-05-15,SUN,36.0,0.89,0.62,36,0.0,1.57,34
2018-05-15,CCS,4.0,0.0,0.25,37,0.0,0.05,38
2018-05-15,SAN,47.0,0.94,1.01,26,1.12,0.93,24
2018-05-15,COG,16.5,0.35,0.41,33,0.55,0.51,31
2018-05-15,AAC,115.0,2.31,2.1,44,6.42,6.72,41
2018-05-15,GAC,14.5,0.0,0.54,38,0.32,0.38,38
2018-05-15,MGM,23.0,0.0,0.52,27,0.0,0.49,26
2018-05-15,PAI,80.0,1.3,0.9,21,1.0,2.06,22
2018-05-15,MEN,28.0,0.51,0.3,29,0.91,1.24,30
2018-05-15,PIC,15.0,0.21,0.14,29,0.0,0.7,28
2018-05-15,GWM,8.0,0.19,0.14,24,0.17,0.21,23
2018-05-15,SNO,152.5,4.42,4.06,43,6.93,6.99,44
2018-05-15,BOC,41.0,0.55,0.49,15,0.56,0.54,14
2018-05-15,ALC,4.4,0.0,0.1,34,0.0,0.15,35
2018-05-15,CPI,37.0,0.68,0.53,26,1.18,1.12,26
2018-05-15,CLI,23.0,0.26,0.2,20,0.64,0.66,21
2018-05-15,RFP,19.0,0.57,0.56,24,0.23,0.24,24
2018-05-15,TRF,32.0,0.0,0.19,15,0.69,0.71,14
2018-05-15,CSA,15.5,0.22,0.2,20,0.31,0.32,20
2018-05-15,A50,15.0,0.26,0.26,19,0.26,0.23,20
2018-05-15,HCF,127.5,0.0,1.0,17,0.0,2.91,18
2018-05-15,STC,82.5,0.4,0.52,16,0.0,1.94,15
2018-05-15,ZJM,3.6,0.0,0.1,35,0.0,0.12,39
2018-05-15,AMC,49.0,0.0,0.85,18,0.77,0.67,19
2018-05-15,NBM,9.25,0.33,0.38,45,0.39,0.31,45
2018-05-15,BCM,6.5,0.05,0.05,20,0.0,0.18,18
2018-05-15,EVG,25.0,0.87,0.86,34,0.56,0.55,34
2018-05-15,PLE,0.95,0.0,0.03,38,0.0,0.03,39
