Date,Stock Code,Option Code,Closing,Change,Change(%),HSI Price,HSI Strike,"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-08-13,1,CKH,87.5,-1.35,-1.52,27936.57031,28000.0,376,387,-32.34,545,516,47.43,87.50,21.0,23,22,1.45,1.83,-0.57,-23.75,1.68,1.47,1.50,1.65,+0.72,77.42,1.68,1.63,0.49,-0.51,0.08,0.08,0.0,0.37,1.44,1.88,2.33,4.8,8.76,8.75,4.7,2.22,1.8,1.37,0.37,0.0
2018-08-13,2,CLP,90.2,-0.85,-0.93,27936.57031,28000.0,376,387,-32.34,545,516,47.43,90.00,18.0,17,16,1.06,1.46,-0.46,-23.96,1.6,1.39,1.50,1.12,+0.41,57.75,1.4,1.37,0.51,-0.49,0.08,0.08,0.0,0.16,1.08,1.53,1.99,4.86,9.23,8.82,4.42,1.69,1.24,0.8,0.1,0.0
2018-08-13,3,HKG,15.94,0.04,0.25,27936.57031,28000.0,376,387,-32.34,545,516,47.43,16.00,18.0,17,16,0.21,0.22,+0.03,15.79,0.24,0.2,0.35,0.25,-0.02,-7.41,0.3,0.29,0.45,-0.56,0.01,0.01,0.0,0.02,0.14,0.22,0.31,0.78,1.54,1.65,0.87,0.35,0.27,0.19,0.03,0.0
2018-08-13,4,WHL,23.55,-0.8,-3.29,27936.57031,28000.0,376,387,-32.34,545,516,47.43,24.00,23.0,27,26,0.33,0.30,-0.33,-52.38,0.3,0.27,0.95,1.00,+0.51,104.08,0.74,0.77,0.37,-0.63,0.02,0.02,0.0,0.09,0.25,0.38,0.5,0.98,1.98,2.8,1.7,0.92,0.8,0.69,0.23,0.06
2018-08-13,5,HKB,72.1,-0.5,-0.69,27936.57031,28000.0,376,387,-32.34,545,516,47.43,72.50,12.0,15,14,0.53,0.50,-0.26,-34.21,0.61,0.51,1.50,1.57,+0.33,26.61,1.01,1.05,0.41,-0.59,0.06,0.06,0.0,0.0,0.45,0.82,1.18,3.33,6.82,7.61,4.01,1.5,1.14,0.79,0.08,0.0
2018-08-13,6,HEH,55.2,-0.75,-1.34,27936.57031,28000.0,376,387,-32.34,545,516,47.43,55.00,10.0,16,15,0.81,0.79,-0.45,-36.29,0.63,0.53,1.02,1.04,+0.35,50.72,0.42,0.44,0.53,-0.47,0.05,0.05,0.0,0.08,0.65,0.93,1.21,3.02,5.72,5.32,2.61,0.94,0.67,0.4,0.03,0.0
2018-08-13,11,HSB,207.8,-1.2,-0.57,27936.57031,28000.0,376,387,-32.34,545,516,47.43,210.00,25.0,20,21,2.44,2.33,-0.42,-15.27,3.79,3.32,6.80,5.69,+0.64,12.67,5.98,5.92,0.39,-0.6,0.17,0.17,0.0,0.33,1.75,2.81,3.87,9.18,18.59,22.98,13.01,6.21,5.19,4.17,1.07,0.0
2018-08-13,12,HLD,41.3,-0.7,-1.67,27936.57031,28000.0,376,387,-32.34,545,516,47.43,41.00,20.0,29,27,0.00,1.22,-0.39,-24.22,0.9,0.81,0.60,0.83,+0.27,48.21,0.6,0.59,0.55,-0.45,0.04,0.04,0.05,0.32,1.05,1.27,1.48,2.64,4.46,3.84,2.05,1.09,0.89,0.69,0.24,0.0
2018-08-13,16,SHK,120.2,-1.2,-0.99,27936.57031,28000.0,376,387,-32.34,545,516,47.43,120.00,18.0,23,23,1.79,2.62,-0.39,-12.96,2.15,1.87,2.79,2.29,+0.67,41.36,1.95,1.9,0.51,-0.49,0.1,0.1,0.0,0.53,2.07,2.69,3.3,6.76,12.23,11.82,6.34,3.06,2.48,1.89,0.54,0.0
2018-08-13,17,NWD,10.8,-0.14,-1.28,27936.57031,28000.0,376,387,-32.34,545,516,47.43,11.00,18.0,24,22,0.10,0.15,-0.04,-21.05,0.08,0.08,0.31,0.32,+0.08,33.33,0.28,0.3,0.36,-0.66,0.01,0.01,0.0,0.03,0.09,0.14,0.2,0.42,0.9,1.28,0.76,0.38,0.32,0.27,0.07,0.01
2018-08-13,19,SWA,87.9,-0.1,-0.11,27936.57031,28000.0,376,387,-32.34,545,516,47.43,87.50,20.0,19,20,1.59,1.72,-0.06,-3.37,1.8,1.59,0.00,1.35,+0.05,3.85,1.4,1.36,0.53,-0.47,0.08,0.08,0.0,0.26,1.31,1.76,2.21,5.0,9.2,8.39,4.29,1.87,1.44,1.01,0.24,0.0
2018-08-13,23,BEA,28.5,-1.75,-5.79,27936.57031,28000.0,376,387,-32.34,545,516,47.43,28.00,28.000000000000004,40,40,1.06,1.26,-1.07,-45.92,0.99,0.92,0.77,0.74,+0.68,1133.33,0.49,0.48,0.59,-0.41,0.02,0.02,0.21,0.57,1.16,1.31,1.45,2.23,3.49,2.56,1.49,0.94,0.8,0.67,0.3,0.13
2018-08-13,27,GLX,57.85,-1.55,-2.61,27936.57031,28000.0,376,387,-32.34,545,516,47.43,57.50,36.0,33,32,2.30,1.87,-1.01,-35.07,2.1,1.89,1.35,1.45,+0.56,62.92,1.75,1.65,0.54,-0.46,0.05,0.05,0.16,0.55,1.66,1.96,2.25,3.75,6.3,5.57,3.06,1.83,1.55,1.27,0.48,0.14
2018-08-13,66,MTR,39.5,-0.55,-1.37,27936.57031,28000.0,376,387,-32.34,545,516,47.43,39.00,19.0,20,20,0.79,0.92,-0.34,-26.98,0.93,0.86,0.35,0.57,+0.30,111.11,0.43,0.44,0.61,-0.39,0.03,0.03,0.0,0.17,0.78,0.99,1.19,2.54,4.45,3.45,1.65,0.68,0.48,0.29,0.07,0.0
