Date,Stock Code,Option Code,Closing,Change,Change(%),"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-07-31,1,CKH,85.3,-0.05,-0.06,550,450,-22.41,510,613,21.39,85.00,14.000000000000002,19,18,1.89,2.16,+0.05,2.37,1.66,1.39,1.71,1.64,+0.08,5.13,1.35,1.38,0.51,-0.49,0.1,0.1,0.0,0.48,1.73,2.16,2.6,5.03,8.84,8.23,4.39,2.16,1.75,1.33,0.4,0.0
2018-07-31,2,CLP,89.65,0.65,0.73,550,450,-22.41,510,613,21.39,90.00,16.0,13,14,1.05,1.25,+0.17,15.74,1.58,1.31,2.00,1.57,-0.49,-23.79,1.92,1.96,0.43,-0.56,0.1,0.1,0.0,0.1,0.82,1.28,1.74,4.37,8.63,9.31,4.98,2.17,1.73,1.29,0.28,0.0
2018-07-31,3,HKG,16.02,-0.12,-0.74,550,450,-22.41,510,613,21.39,16.00,12.0,14,13,0.34,0.29,-0.10,-25.64,0.25,0.21,0.23,0.23,+0.02,9.52,0.23,0.24,0.49,-0.51,0.02,0.02,0.0,0.04,0.21,0.29,0.37,0.86,1.62,1.58,0.81,0.33,0.25,0.17,0.03,0.0
2018-07-31,4,WHL,25.95,-0.4,-1.52,550,450,-22.41,510,613,21.39,26.00,13.0,22,21,0.00,0.61,-0.20,-24.69,0.39,0.32,0.00,0.82,+0.18,28.13,0.44,0.45,0.48,-0.52,0.03,0.03,0.01,0.18,0.55,0.69,0.82,1.46,2.6,2.64,1.51,0.83,0.7,0.57,0.19,0.04
2018-07-31,5,HKB,74.6,-0.1,-0.13,550,450,-22.41,510,613,21.39,75.00,12.0,17,16,1.15,1.01,-0.11,-9.82,0.91,0.72,1.99,2.03,+0.01,0.5,1.3,1.37,0.44,-0.56,0.08,0.08,0.0,0.25,1.0,1.38,1.76,3.73,7.07,7.86,4.33,2.05,1.68,1.32,0.34,0.0
2018-07-31,6,HEH,55.55,-0.4,-0.71,550,450,-22.41,510,613,21.39,55.00,12.0,11,12,1.32,0.99,-0.38,-27.74,1.09,0.95,0.69,0.86,+0.19,28.36,0.54,0.58,0.59,-0.42,0.06,0.06,0.0,0.09,0.75,1.03,1.35,3.33,6.11,5.01,2.35,0.82,0.55,0.27,0.01,0.0
2018-07-31,11,HSB,213.6,1.0,0.47,550,450,-22.41,510,613,21.39,215.00,11.0,18,19,4.05,3.36,+0.50,17.48,2.29,1.81,5.06,6.09,+0.06,1.0,3.67,3.93,0.43,-0.56,0.24,0.24,0.0,0.83,3.01,4.1,5.19,10.59,20.0,22.76,13.02,6.78,5.74,4.7,1.42,0.16
2018-07-31,12,HLD,43.75,0.5,1.16,550,450,-22.41,510,613,21.39,44.00,15.0,19,21,0.00,0.91,+0.16,21.33,0.7,0.58,1.32,1.17,-0.33,-22.0,0.95,0.97,0.44,-0.55,0.05,0.05,0.0,0.2,0.69,0.91,1.14,2.23,4.16,4.62,2.69,1.48,1.27,1.05,0.34,0.08
2018-07-31,16,SHK,123.0,-1.1,-0.89,550,450,-22.41,510,613,21.39,122.50,15.0,17,16,2.78,2.82,-0.78,-21.67,2.49,2.1,2.10,2.02,+0.19,10.38,1.98,2.01,0.51,-0.48,0.14,0.14,0.0,0.56,2.22,2.85,3.48,7.16,12.82,11.8,6.13,2.78,2.18,1.58,0.42,0.0
2018-07-31,17,NWD,11.18,-0.02,-0.18,550,450,-22.41,510,613,21.39,11.00,16.0,20,19,0.34,0.37,0.00,0.0,0.31,0.28,0.19,0.16,0.00,0.0,0.13,0.14,0.6,-0.39,0.01,0.01,0.01,0.09,0.31,0.37,0.42,0.79,1.3,0.94,0.46,0.23,0.17,0.12,0.04,0.0
