Date,Stock Code,Option Code,Closing,Change,Change(%),HSI Price,HSI Strike,"Open(HSIo,C)","Settle(HSIo,C)","Change(HSIo,C%)","Open(HSIo,P)","Settle(HSIo,P)","Change(HSIo,P%)",Strike,SV,IV(C),IV(P),Open(C),Settle(C),Change(C),Change(C%),"T-Price(tree,C)","T-Price(BS,C)",Open(P),Settle(P),Change(P),Change(P%),"T-Price(tree,P)","T-Price(BS,P)",Delta(C),Delta(P),Vega(C),Vega(P),P(-10%C),P(-5%C),P(-1%C),P(0%C),P(1%C),P(5%C),P(10%C),P(-10%P),P(-5%P),P(-1%P),P(0%P),P(1%P),P(5%P),P(10%P)
2018-08-27,1,CKH,89.4,1.45,1.65,28271.26953,28200.0,81,221,612.9,302,174,-72.85,90.00,23.0,27,29,0.68,0.64,+0.22,52.38,0.5,0.46,0.50,1.28,-1.10,-46.22,1.1,1.09,0.39,-0.6,0.03,0.03,0.0,0.0,0.29,0.65,1.1,3.87,8.34,9.54,5.07,1.81,1.32,0.88,0.04,0.0
2018-08-27,2,CLP,92.0,1.75,1.94,28271.26953,28200.0,81,221,612.9,302,174,-72.85,92.50,25.0,19,20,0.44,0.45,+0.31,221.43,0.64,0.58,1.22,0.97,-1.33,-57.83,1.14,1.11,0.37,-0.62,0.03,0.03,0.0,0.0,0.17,0.44,0.9,4.1,8.7,9.7,5.1,1.6,0.97,0.52,0.0,0.0
2018-08-27,3,HKG,15.94,0.28,1.79,28271.26953,28200.0,81,221,612.9,302,174,-72.85,16.00,17.0,18,17,0.06,0.08,+0.04,100.0,0.08,0.07,0.20,0.13,-0.24,-64.86,0.14,0.14,0.4,-0.6,0.01,0.01,0.0,0.0,0.03,0.08,0.16,0.74,1.53,1.65,0.86,0.24,0.14,0.06,0.0,0.0
2018-08-27,4,WHL,22.6,0.55,2.49,28271.26953,28200.0,81,221,612.9,302,174,-72.85,23.00,27.0,34,35,0.00,0.13,+0.09,225.0,0.07,0.08,0.50,0.53,-0.45,-45.92,0.47,0.48,0.29,-0.71,0.01,0.01,0.0,0.0,0.07,0.1,0.22,0.79,1.86,2.66,1.53,0.7,0.51,0.4,0.07,0.0
2018-08-27,5,HKB,70.1,0.7,1.01,28271.26953,28200.0,81,221,612.9,302,174,-72.85,70.00,12.0,17,18,0.36,0.50,+0.22,78.57,0.39,0.35,0.72,0.42,-0.47,-52.81,0.29,0.28,0.53,-0.47,0.03,0.03,0.0,0.0,0.16,0.52,0.94,3.61,7.11,6.91,3.41,0.79,0.44,0.15,0.0,0.0
2018-08-27,6,HEH,55.45,0.25,0.45,28271.26953,28200.0,81,221,612.9,302,174,-72.85,55.00,16.0,21,19,0.64,0.69,+0.11,18.97,0.56,0.57,0.22,0.21,-0.13,-38.24,0.11,0.14,0.66,-0.32,0.02,0.02,0.0,0.0,0.4,0.68,1.11,3.22,6.0,5.09,2.32,0.46,0.19,0.08,0.0,0.0
2018-08-27,11,HSB,208.8,3.2,1.56,28271.26953,28200.0,81,221,612.9,302,174,-72.85,210.00,25.0,24,25,1.27,1.35,+0.70,107.69,1.43,1.31,2.90,2.56,-2.40,-48.39,2.63,2.58,0.39,-0.6,0.07,0.07,0.0,0.0,0.57,1.37,2.43,9.24,19.68,22.08,11.64,3.9,2.65,1.62,0.0,0.0
2018-08-27,12,HLD,41.5,0.3,0.73,28271.26953,28200.0,81,221,612.9,302,174,-72.85,41.00,16.0,21,23,0.72,0.64,+0.14,28.0,0.57,0.56,0.22,0.16,-0.11,-40.74,0.07,0.07,0.73,-0.28,0.01,0.01,0.0,0.0,0.38,0.61,0.97,2.58,4.65,3.65,1.58,0.33,0.12,0.07,0.0,0.0
2018-08-27,16,SHK,119.2,2.3,1.97,28271.26953,28200.0,81,221,612.9,302,174,-72.85,120.00,17.0,24,26,0.33,0.73,+0.47,180.77,0.38,0.38,2.51,1.58,-1.76,-52.69,1.18,1.22,0.38,-0.61,0.04,0.04,0.0,0.0,0.31,0.73,1.33,5.16,11.12,12.72,6.76,2.35,1.62,1.03,0.0,0.0
2018-08-27,17,NWD,10.58,0.28,2.72,28271.26953,28200.0,81,221,612.9,302,174,-72.85,10.50,17.0,30,27,0.09,0.16,+0.12,300.0,0.11,0.11,0.12,0.07,-0.16,-69.57,0.03,0.03,0.61,-0.38,0.0,0.0,0.0,0.0,0.11,0.16,0.23,0.61,1.14,0.98,0.45,0.12,0.07,0.03,0.0,0.0
2018-08-27,19,SWA,90.35,1.7,1.92,28271.26953,28200.0,81,221,612.9,302,174,-72.85,90.00,17.0,23,25,1.02,0.97,+0.57,142.5,0.76,0.71,0.58,0.65,-1.01,-60.84,0.41,0.39,0.57,-0.43,0.03,0.03,0.0,0.0,0.53,0.99,1.51,4.87,9.39,8.69,4.17,1.16,0.71,0.29,0.0,0.0
2018-08-27,23,BEA,28.6,0.65,2.33,28271.26953,28200.0,81,221,612.9,302,174,-72.85,29.00,27.0,37,38,0.25,0.22,+0.13,144.44,0.1,0.12,0.89,0.63,-0.54,-46.15,0.5,0.53,0.34,-0.65,0.01,0.01,0.0,0.0,0.12,0.22,0.36,1.12,2.46,3.26,1.83,0.81,0.63,0.49,0.09,0.0
2018-08-27,27,GLX,58.75,2.7,4.82,28271.26953,28200.0,81,221,612.9,302,174,-72.85,57.50,43.0,39,37,0.85,1.60,+1.23,332.43,1.6,1.65,0.95,0.31,-1.56,-83.42,0.35,0.42,0.73,-0.26,0.02,0.02,0.0,0.22,1.22,1.54,2.06,4.19,7.13,4.62,1.89,0.51,0.27,0.19,0.0,0.0
2018-08-27,66,MTR,40.7,0.8,2.01,28271.26953,28200.0,81,221,612.9,302,174,-72.85,41.00,22.0,22,21,0.09,0.21,+0.17,425.0,0.2,0.19,0.75,0.48,-0.65,-57.52,0.5,0.5,0.35,-0.65,0.01,0.01,0.0,0.0,0.09,0.2,0.41,1.74,3.77,4.37,2.34,0.79,0.49,0.28,0.0,0.0
2018-08-27,135,KLE,7.46,0.23,3.18,28271.26953,28200.0,81,221,612.9,302,174,-72.85,7.50,38.0,47,47,0.09,0.11,+0.07,175.0,0.09,0.08,0.15,0.15,-0.16,-51.61,0.13,0.13,0.46,-0.54,0.0,0.0,0.0,0.02,0.08,0.12,0.16,0.36,0.71,0.79,0.43,0.19,0.16,0.12,0.03,0.0
2018-08-27,151,WWC,6.37,0.09,1.43,28271.26953,28200.0,81,221,612.9,302,174,-72.85,6.25,32.0,47,48,0.23,0.18,+0.04,28.57,0.14,0.15,0.08,0.06,-0.05,-45.45,0.02,0.03,0.68,-0.33,0.0,0.0,0.0,0.03,0.14,0.18,0.22,0.44,0.76,0.52,0.23,0.09,0.06,0.04,0.01,0.0
